rule_name,description,benchmark,benchmark_default,benchmark_third,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
5.5.7 Spread operator,"Function calls may use the spread operator ( `...` ). Prefer the spread operator to `Function.prototype.apply` when an array or iterable is unpacked into multiple parameters of a variadic function. There is no space after the `...` .
 Example:
 function myFunction(...elements) {}
 myFunction(...array, ...iterable, ...generator());","rest-spread-spacing: ['error', 'never']","rest-spread-spacing: ['error', 'never']",,"rest-spread-spacing: ['error', 'never']","{'rest-spread-spacing': ['error', 'never']}",true,rest-spread-spacing,,,rest-spread-spacing,,,rest-spread-spacing,,
5.6.1 Use single quotes,"Ordinary string literals are delimited with single quotes ( `'` ), rather than double quotes ( `""` ).
 Tip: if a string contains a single quote character, consider using a template string to avoid having to escape the quote.
 Ordinary string literals may not span multiple lines.","quotes: ['error', 'single', {'avoidEscape': 'OurSetDefault', 'allowTemplateLiterals': True}]
no-multi-str: error","quotes: ['error', 'single', {'avoidEscape': 'OurSetDefault', 'allowTemplateLiterals': True}]
no-multi-str: error",,"quotes: ['error', 'single']","{'quotes': ['error', 'single']}",true,quotes,,no-multi-str,,quotes,"quotes
no-multi-str",,quotes,"quotes
no-multi-str"
5.6.2 Template literals,"Use template literals (delimited with ``` ) over complex string concatenation, particularly if multiple string literals are involved. Template literals may span multiple lines.
 If a template literal spans multiple lines, it does not need to follow the indentation of the enclosing block, though it may if the added whitespace does not matter.
 Example:
 function arithmetic(a, b) {
  return `Here is a table of arithmetic operations:
 ${a} + ${b} = ${a + b}
 ${a} - ${b} = ${a - b}
 ${a} * ${b} = ${a * b}
 ${a} / ${b} = ${a / b}`;
 }","prefer-template: error
indent: ['error', 2, {'ignoredNodes': ['TemplateLiteral']}]","prefer-template: error
indent: ['error', 2, {'ignoredNodes': ['TemplateLiteral']}]",,prefer-template: error,{'prefer-template': 'error'},true,prefer-template,,indent,prefer-template,,indent,prefer-template,,indent
5.6.3 No line continuations,"Do not use line continuations (that is, ending a line inside a string literal with a backslash) in either ordinary or template string literals. Even though ES5 allows this, it can lead to tricky errors if any trailing whitespace comes after the slash, and is less obvious to readers.
 Disallowed:
 const longString = 'This is a very long string that far exceeds the 80 \
  column limit. It unfortunately contains long stretches of spaces due \
  to how the continued lines are indented.';
 
 Instead, write
 const longString = 'This is a very long string that far exceeds the 80 ' +
  'column limit. It does not contain long stretches of spaces since ' +
  'the concatenated strings are cleaner.';",no-multi-str: error,no-multi-str: error,,no-multi-str: error,{'no-multi-str': 'error'},true,no-multi-str,,,no-multi-str,,,no-multi-str,,
5.7 Number literals,"Numbers may be specified in decimal, hex, octal, or binary. Use exactly `0x` , `0o` , and `0b` prefixes, with lowercase letters, for hex, octal, and binary, respectively. Never include a leading zero unless it is immediately followed by `x` , `o` , or `b` .",,,,"no-octal: error
no-floating-decimal: error","{'no-octal': 'error', 'no-floating-decimal': 'error'}",true,,"no-octal
no-floating-decimal",,,"no-octal
no-floating-decimal",,,"no-octal
no-floating-decimal",
5.8.1 For loops,"With ES6, the language now has three different kinds of `for` loops. All may be used, though `for` - `of` loops should be preferred when possible.
 `for` - `in` loops may only be used on dict-style objects (see ?? ), and should not be used to iterate over an array. `Object.prototype.hasOwnProperty` should be used in `for` - `in` loops to exclude unwanted prototype properties. Prefer `for` - `of` and `Object.keys` over `for` - `in` when possible.","guard-for-in: error
no-restricted-syntax: ['error', {'selector': 'ForInStatement[right.type=""ArrayExpression""]', 'message': 'OurSetDefault'}]","guard-for-in: error
no-restricted-syntax: ['error', {'selector': 'ForInStatement[right.type=""ArrayExpression""]', 'message': 'OurSetDefault'}]",,"no-restricted-syntax: ['error', {'selector': 'ForInStatement', 'message': 'for...in statements are restricted. Use Object.keys, Object.values, or Object.entries instead.'}]
guard-for-in: error","{'no-restricted-syntax': ['error', {'selector': 'ForInStatement', 'message': 'for...in statements are restricted. Use Object.keys, Object.values, or Object.entries instead.'}], 'guard-for-in': 'error'}",true,"no-restricted-syntax
guard-for-in",,,"no-restricted-syntax
guard-for-in",,,guard-for-in,no-restricted-syntax,no-restricted-syntax
5.8.2 Exceptions,"Exceptions are an important part of the language and should be used whenever exceptional cases occur. Always throw `Error` s or subclasses of `Error` : never throw string literals or other objects. Always use `new` when constructing an `Error` .
 This treatment extends to `Promise` rejection values as `Promise.reject(obj)` is equivalent to `throwobj;` in async functions.
 Custom exceptions provide a great way to convey additional error information from functions. They should be defined and used wherever the native `Error` type is insufficient.
 Prefer throwing exceptions over ad-hoc error-handling approaches (such as passing an error container reference type, or returning an object with an error property).",no-throw-literal: error,no-throw-literal: error,,"no-throw-literal: error
prefer-promise-reject-errors: ['error', {'allowEmptyReject': True}]","{'no-throw-literal': 'error', 'prefer-promise-reject-errors': ['error', {'allowEmptyReject': True}]}",true,no-throw-literal,prefer-promise-reject-errors,,no-throw-literal,prefer-promise-reject-errors,,no-throw-literal,prefer-promise-reject-errors,
5.8.2.1 Empty catch blocks,"It is very rarely correct to do nothing in response to a caught exception. When it truly is appropriate to take no action whatsoever in a catch block, the reason this is justified is explained in a comment.
 try {
  return handleNumericResponse(response);
 } catch (ok) {
  // it's not numeric; that's fine, just continue
 }
 return handleTextResponse(response);
 
 Disallowed:
  try {
  shouldFail();
  fail('expected an error');
  } catch (expected) {
  }
 
 Tip: Unlike in some other languages, patterns like the above simply don’t work since this will catch the error thrown by `fail` . Use `assertThrows()` instead.",,,,"no-empty: ['error', {'allowEmptyCatch': True}]","{'no-empty': ['error', {'allowEmptyCatch': True}]}",true,,no-empty,,,no-empty,,,no-empty,
5.8.3.1 Fall-through: commented,"Within a switch block, each statement group either terminates abruptly (with a `break` , `return` or `throw` n exception), or is marked with a comment to indicate that execution will or might continue into the next statement group. Any comment that communicates the idea of fall-through is sufficient (typically `//fallthrough` ). This special comment is not required in the last statement group of the switch block.
 Example:
 switch (input) {
  case 1:
  case 2:
  prepareOneOrTwo();
  // fall through
  case 3:
  handleOneTwoOrThree();
  break;
  default:
  handleLargeNumber(input);
 }","no-fallthrough: ['error', {'commentPattern': 'OurSetDefault'}]","no-fallthrough: ['error', {'commentPattern': 'OurSetDefault'}]",,"no-fallthrough: ['error', {'commentPattern': 'fall\\s?through'}]","{'no-fallthrough': ['error', {'commentPattern': 'fall\\s?through'}]}",true,no-fallthrough,,,no-fallthrough,,,no-fallthrough,,
5.8.3.2 The default case is present,"Each switch statement includes a `default` statement group, even if it contains no code. The `default` statement group must be last.","default-case: error
default-case-last: error","default-case: error
default-case-last: error",,"default-case: error
default-case-last: error","{'default-case': 'error', 'default-case-last': 'error'}",true,"default-case
default-case-last",,,"default-case
default-case-last",,,"default-case
default-case-last",,
5.9 this,"Only use `this` in class constructors and methods, in arrow functions defined within class constructors and methods, or in functions that have an explicit `@this` declared in the immediately-enclosing function’s JSDoc.
 Never use `this` to refer to the global object, the context of an `eval` , the target of an event, or unnecessarily `call()` ed or `apply()` ed functions.",,,,No,"{
    ""Answer"": No,
    ""Configuration"": {}
}",,,,,,,,,,
5.10 Equality Checks,Use identity operators ( `===` / `!==` ) except in the cases documented below.,"eqeqeq: ['error', 'always', {'null': 'OurSetDefault'}]","eqeqeq: ['error', 'always', {'null': 'OurSetDefault'}]",,"eqeqeq: ['error', 'always', {'null': 'ignore'}]","{'eqeqeq': ['error', 'always', {'null': 'ignore'}]}",true,eqeqeq,,,eqeqeq,,,eqeqeq,,
5.10.1 Exceptions Where Coercion is Desirable,"Catching both `null` and `undefined` values:
 if (someObjectOrPrimitive == null) {
  // Checking for null catches both null and undefined for objects and
  // primitives, but does not catch other falsy values like 0 or the empty
  // string.
 }","eqeqeq: ['error', 'always', {'null': 'ignore'}]","eqeqeq: ['error', 'always', {'null': 'ignore'}]",,"eqeqeq: ['error', 'always', {'null': 'ignore'}]","{'eqeqeq': ['error', 'always', {'null': 'ignore'}]}",true,eqeqeq,,,eqeqeq,,,eqeqeq,,
5.11.1 with,Do not use the `with` keyword. It makes your code harder to understand and has been banned in strict mode since ES5.,no-with: error,no-with: error,,no-with: error,{'no-with': 'error'},true,no-with,,,no-with,,,no-with,,
5.11.2 Dynamic code evaluation,Do not use `eval` or the `Function(...string)` constructor (except for code loaders). These features are potentially dangerous and simply do not work in CSP environments.,"no-eval: error
no-new-func: error","no-eval: ['error', {'allowIndirect': False}]
no-new-func: error",,"no-eval: error
no-new-func: error","{'no-eval': 'error', 'no-new-func': 'error'}",true,"no-eval
no-new-func",,,"no-eval
no-new-func",,,"no-eval
no-new-func",,
5.11.3 Automatic semicolon insertion,"Always terminate statements with semicolons (except function and class declarations, as noted above).",,,,"semi: ['error', 'always']","{'semi': ['error', 'always']}",true,,semi,,,semi,,,semi,
5.11.4 Non-standard features,"Do not use non-standard features. This includes old features that have been removed (e.g., `WeakMap.clear` ), new features that are not yet standardized (e.g., the current TC39 working draft, proposals at any stage, or proposed but not-yet-complete web standards), or proprietary features that are only implemented in some browsers. Use only features defined in the current ECMA-262 or WHATWG standards. (Note that projects writing against specific APIs, such as Chrome extensions or Node.js, can obviously use those APIs). Non-standard language “extensions” (such as those provided by some external transpilers) are forbidden.",,,,"no-restricted-syntax: ['error', {'selector': ""CallExpression[callee.object.name='WeakMap'][callee.property.name='clear']"", 'message': 'Do not use non-standard features like WeakMap.clear.'}]
no-restricted-properties: ['error', {'object': 'WeakMap', 'property': 'clear', 'message': 'Do not use non-standard features like WeakMap.clear.'}]","{'no-restricted-syntax': ['error', {'selector': ""CallExpression[callee.object.name='WeakMap'][callee.property.name='clear']"", 'message': 'Do not use non-standard features like WeakMap.clear.'}], 'no-restricted-properties': ['error', {'object': 'WeakMap', 'property': 'clear', 'message': 'Do not use non-standard features like WeakMap.clear.'}]}",true,,"no-restricted-syntax
no-restricted-properties",,,"no-restricted-syntax
no-restricted-properties",,,"no-restricted-syntax
no-restricted-properties",
5.11.5 Wrapper objects for primitive types,"Never use `new` on the primitive object wrappers ( `Boolean` , `Number` , `String` , `Symbol` ), nor include them in type annotations.
 Disallowed:
 const /** Boolean */ x = new Boolean(false);
 if (x) alert(typeof x); // alerts 'object' - WAT?
 
 The wrappers may be called as functions for coercing (which is preferred over using `+` or concatenating the empty string) or creating symbols.
 Example:
 const /** boolean */ x = Boolean(0);
 if (!x) alert(typeof x); // alerts 'boolean', as expected",no-new-wrappers: error,no-new-wrappers: error,,no-new-wrappers: error,{'no-new-wrappers': 'error'},true,no-new-wrappers,,,no-new-wrappers,,,no-new-wrappers,,
5.11.6 Modifying builtin objects,"Never modify builtin types, either by adding methods to their constructors or to their prototypes. Avoid depending on libraries that do this. Note that the JSCompiler’s runtime library will provide standards-compliant polyfills where possible; nothing else may modify builtin objects.
 Do not add symbols to the global object unless absolutely necessary (e.g. required by a third-party API).","no-extend-native: ['error', {'exceptions': ['OurSetDefault']}]","no-extend-native: ['error', {'exceptions': ['OurSetDefault']}]",,"no-extend-native: error
no-global-assign: ['error', {'exceptions': ['Object', 'Array', 'Function', 'String', 'Number', 'Boolean', 'Symbol', 'BigInt', 'Math', 'Date', 'RegExp', 'Error', 'EvalError', 'RangeError', 'ReferenceError', 'SyntaxError', 'TypeError', 'URIError', 'JSON', 'Reflect', 'Proxy', 'Intl', 'Atomics', 'WebAssembly']}]","{'no-extend-native': 'error', 'no-global-assign': ['error', {'exceptions': ['Object', 'Array', 'Function', 'String', 'Number', 'Boolean', 'Symbol', 'BigInt', 'Math', 'Date', 'RegExp', 'Error', 'EvalError', 'RangeError', 'ReferenceError', 'SyntaxError', 'TypeError', 'URIError', 'JSON', 'Reflect', 'Proxy', 'Intl', 'Atomics', 'WebAssembly']}]}",true,no-extend-native,no-global-assign,,,"no-extend-native
no-global-assign",no-extend-native,,"no-extend-native
no-global-assign",no-extend-native
5.11.7 Omitting () when invoking a constructor,"Never invoke a constructor in a `new` statement without using parentheses `()` .
 Disallowed:
 new Foo;
 
 Use instead:
 new Foo();
 
 Omitting parentheses can lead to subtle mistakes. These two lines are not equivalent:
 new Foo().Bar();
 new Foo.Bar();",new-parens: error,"new-parens: ['error', 'always']",,new-parens: error,{'new-parens': 'error'},true,new-parens,,,new-parens,,,new-parens,,
6.1 Rules common to all identifiers,"Identifiers use only ASCII letters and digits, and, in a small number of cases noted below, underscores and very rarely (when required by frameworks like Angular) dollar signs.
 Give as descriptive a name as possible, within reason. Do not worry about saving horizontal space as it is far more important to make your code immediately understandable by a new reader. Do not use abbreviations that are ambiguous or unfamiliar to readers outside your project, and do not abbreviate by deleting letters within a word.
 errorCount // No abbreviation.
 dnsConnectionIndex // Most people know what ""DNS"" stands for.
 referrerUrl // Ditto for ""URL"".
 customerId // ""Id"" is both ubiquitous and unlikely to be misunderstood.
 
 Disallowed:
 n // Meaningless.
 nErr // Ambiguous abbreviation.
 nCompConns // Ambiguous abbreviation.
 wgcConnections // Only your group knows what this stands for.
 pcReader // Lots of things can be abbreviated ""pc"".
 cstmrId // Deletes internal letters.
 kSecondsPerDay // Do not use Hungarian notation.","id-denylist: ['error', 'n', 'nErr', 'nCompConns', 'wgcConnections', 'pcReader', 'cstmrId', 'kSecondsPerDay']
id-match: ['error', 'OurSetDefault', {'properties': 'OurSetDefault', 'classFields': 'OurSetDefault', 'onlyDeclarations': 'OurSetDefault', 'ignoreDestructuring': 'OurSetDefault'}]","id-denylist: ['error', 'n', 'nErr', 'nCompConns', 'wgcConnections', 'pcReader', 'cstmrId', 'kSecondsPerDay']
id-match: ['error', 'OurSetDefault', {'properties': 'OurSetDefault', 'classFields': 'OurSetDefault', 'onlyDeclarations': 'OurSetDefault', 'ignoreDestructuring': 'OurSetDefault'}]","id-denylist: ['error', 'OurSetDefault']
id-match: ['error', 'OurSetDefault', {'properties': 'OurSetDefault', 'classFields': 'OurSetDefault', 'onlyDeclarations': 'OurSetDefault', 'ignoreDestructuring': 'OurSetDefault'}]","camelcase: ['error', {'properties': 'always'}]
id-denylist: ['error', 'n', 'nErr', 'nCompConns', 'wgcConnections', 'pcReader', 'cstmrId', 'kSecondsPerDay']","{'camelcase': ['error', {'properties': 'always'}], 'id-denylist': ['error', 'n', 'nErr', 'nCompConns', 'wgcConnections', 'pcReader', 'cstmrId', 'kSecondsPerDay']}",true,id-denylist,camelcase,id-match,id-denylist,camelcase,id-match,id-denylist,camelcase,id-match
6.2.1 Package names,"Package names are all `lowerCamelCase` . For example, `my.exampleCode.deepSpace` , but not `my.examplecode.deepspace` or `my.example_code.deep_space` .",,,,"camelcase: ['error', {'properties': 'always'}]","{'camelcase': ['error', {'properties': 'always'}]}",true,,camelcase,,,camelcase,,,camelcase,
6.2.2 Class names,"Class, interface, record, and typedef names are written in `UpperCamelCase` . Unexported classes are simply locals: they are not marked `@private` and therefore are not named with a trailing underscore.
 Type names are typically nouns or noun phrases. For example, `Request` , `ImmutableList` , or `VisibilityMode` . Additionally, interface names may sometimes be adjectives or adjective phrases instead (for example, `Readable` ).",,,,"camelcase: ['error', {'properties': 'always'}]","{'camelcase': ['error', {'properties': 'always'}]}",true,,camelcase,,,camelcase,,,camelcase,
6.2.3 Method names,"Method names are written in `lowerCamelCase` . Names for `@private` methods must end with a trailing underscore.
 Method names are typically verbs or verb phrases. For example, `sendMessage` or `stop_` . Getter and setter methods for properties are never required, but if they are used they should be named `getFoo` (or optionally `isFoo` or `hasFoo` for booleans), or `setFoo(value)` for setters.
 Underscores may also appear in JsUnit test method names to separate logical components of the name. One typical pattern is `test<MethodUnderTest>_<state>_<expectedOutcome>` , for example `testPop_emptyStack_throws` . There is no One Correct Way to name test methods.",,,,"camelcase: ['error', {'properties': 'always'}]
id-match: ['error', '^_?[a-zA-Z][a-zA-Z0-9]*_$']","{'camelcase': ['error', {'properties': 'always'}], 'id-match': ['error', '^_?[a-zA-Z][a-zA-Z0-9]*_$']}",true,,"camelcase
id-match",,,"camelcase
id-match",,,"camelcase
id-match",
6.2.4 Enum names,"Enum names are written in `UpperCamelCase` , similar to classes, and should generally be singular nouns. Individual items within the enum are named in `CONSTANT_CASE` .",,,,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
6.2.5 Constant names,"Constant names use `CONSTANT_CASE` : all uppercase letters, with words separated by underscores. There is no reason for a constant to be named with a trailing underscore, since private static properties can be replaced by (implicitly private) module locals.",,,,"camelcase: ['error', {'properties': 'always'}]","{'camelcase': ['error', {'properties': 'always'}]}",true,,camelcase,,,camelcase,,,camelcase,
6.2.5.2 Local aliases,"Local aliases should be used whenever they improve readability over fully-qualified names. Follow the same rules as `goog.require` s ( ?? ), maintaining the last part of the aliased name. Aliases may also be used within functions. Aliases must be `const` .
 Examples:
 const staticHelper = importedNamespace.staticHelper;
 const CONSTANT_NAME = ImportedClass.CONSTANT_NAME;
 const {assert, assertInstanceof} = asserts;",prefer-const: error,"prefer-const: ['error', {'destructuring': 'any', 'ignoreReadBeforeAssign': False}]",,"prefer-const: error
no-unused-vars: ['error', {'vars': 'all', 'args': 'none', 'ignoreRestSiblings': True}]","{'prefer-const': 'error', 'no-unused-vars': ['error', {'vars': 'all', 'args': 'none', 'ignoreRestSiblings': True}]}",true,prefer-const,no-unused-vars,,prefer-const,no-unused-vars,,prefer-const,no-unused-vars,
6.2.6 Non-constant field names,"Non-constant field names (static or otherwise) are written in `lowerCamelCase` , with a trailing underscore for private fields.
 These names are typically nouns or noun phrases. For example, `computedValues` or `index_` .",,,,"camelcase: ['error', {'properties': 'always'}]","{'camelcase': ['error', {'properties': 'always'}]}",true,,camelcase,,,camelcase,,,camelcase,
6.2.7 Parameter names,"Parameter names are written in `lowerCamelCase` . Note that this applies even if the parameter expects a constructor.
 One-character parameter names should not be used in public methods.
 Exception : When required by a third-party framework, parameter names may begin with a `$` . This exception does not apply to any other identifiers (e.g. local variables or properties).",,,,"camelcase: ['error', {'properties': 'never'}]
id-length: ['error', {'min': 2, 'exceptions': ['$', '_']}]","{'camelcase': ['error', {'properties': 'never'}], 'id-length': ['error', {'min': 2, 'exceptions': ['$', '_']}]}",true,,"camelcase
id-length",,,"camelcase
id-length",,,"camelcase
id-length",
6.2.8 Local variable names,"Local variable names are written in `lowerCamelCase` , except for module-local (top-level) constants, as described above. Constants in function scopes are still named in `lowerCamelCase` . Note that `lowerCamelCase` is used even if the variable holds a constructor.",,,,"camelcase: ['error', {'properties': 'always'}]","{'camelcase': ['error', {'properties': 'always'}]}",true,,camelcase,,,camelcase,,,camelcase,
6.2.9 Template parameter names,"Template parameter names should be concise, single-word or single-letter identifiers, and must be all-caps, such as `TYPE` or `THIS` .",,,,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
6.2.10 Module-local names,"Module-local names that are not exported are implicitly private. They are not marked `@private` and do not end in an underscore. This applies to classes, functions, variables, constants, enums, and other module-local identifiers.",,,,No,"{
    ""Answer"": No,
    ""Configuration"": {}
}",,,,,,,,,,
6.3 Camel case: defined,"Sometimes there is more than one reasonable way to convert an English phrase into camel case, such as when acronyms or unusual constructs like IPv6 or iOS are present. To improve predictability, Google Style specifies the following (nearly) deterministic scheme.
 Beginning with the prose form of the name:
 Convert the phrase to plain ASCII and remove any apostrophes. For example, Müller's algorithm might become Muellers algorithm . 
 Divide this result into words, splitting on spaces and any remaining punctuation (typically hyphens). 
 Recommended: if any word already has a conventional camel case appearance in common usage, split this into its constituent parts (e.g., AdWords becomes ad words ). Note that a word such as iOS is not really in camel case per se; it defies any convention, so this recommendation does not apply. 
 Now lowercase everything (including acronyms), then uppercase only the first character of: 
 … each word, to yield upper camel case, or 
 … each word except the first, to yield lower camel case 
 Finally, join all the words into a single identifier.
 Note that the casing of the original words is almost entirely disregarded.
 Examples:
 Prose form 
 Correct 
 Incorrect 
 XML HTTP request 
 XmlHttpRequest 
 XMLHTTPRequest 
 new customer ID 
 newCustomerId 
 newCustomerID 
 inner stopwatch 
 innerStopwatch 
 innerStopWatch 
 supports IPv6 on iOS? 
 supportsIpv6OnIos 
 supportsIPv6OnIOS 
 YouTube importer 
 YouTubeImporter 
 YoutubeImporter*
 *Acceptable, but not recommended.
 Note: Some words are ambiguously hyphenated in the English language: for example nonempty and non-empty are both correct, so the method names checkNonempty and checkNonEmpty are likewise both correct.",,,,"camelcase: ['error', {'properties': 'always'}]","{'camelcase': ['error', {'properties': 'always'}]}",true,,camelcase,,,camelcase,,,camelcase,
7 JSDoc,"JSDoc is used on all classes, fields, and methods.","require-jsdoc: ['error', {'require': {'MethodDefinition': True, 'ClassDeclaration': True}}]","require-jsdoc: ['error', {'require': {'FunctionDeclaration': 'OurSetDefault', 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': 'OurSetDefault', 'FunctionExpression': 'OurSetDefault'}}]",,"require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]
valid-jsdoc: ['error', {'requireReturn': False, 'requireReturnType': True, 'requireParamDescription': True, 'requireReturnDescription': True, 'prefer': {'returns': 'return'}}]","{'require-jsdoc': ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}], 'valid-jsdoc': ['error', {'requireReturn': False, 'requireReturnType': True, 'requireParamDescription': True, 'requireReturnDescription': True, 'prefer': {'returns': 'return'}}]}",true,require-jsdoc,valid-jsdoc,,require-jsdoc,valid-jsdoc,,,"require-jsdoc
valid-jsdoc",require-jsdoc
7.1 General form,"The basic formatting of JSDoc blocks is as seen in this example:
 /**
  * Multiple lines of JSDoc text are written here,
  * wrapped normally.
  * @param {number} arg A number to do something to.
  */
 function doSomething(arg) { … }
 
 or in this single-line example:
 /** @const @private {!Foo} A short bit of JSDoc. */
 this.foo_ = foo;
 
 If a single-line comment overflows into multiple lines, it must use the multi-line style with `/**` and `*/` on their own lines.
 Many tools extract metadata from JSDoc comments to perform code validation and optimization. As such, these comments must be well-formed.","valid-jsdoc: error
multiline-comment-style: ['error', 'starred-block']","valid-jsdoc: ['error', {'prefer': 'OurSetDefault', 'preferType': 'OurSetDefault', 'requireReturn': 'OurSetDefault', 'requireReturnType': 'OurSetDefault', 'matchDescription': 'OurSetDefault', 'requireParamDescription': 'OurSetDefault', 'requireReturnDescription': 'OurSetDefault', 'requireParamType': 'OurSetDefault'}]
multiline-comment-style: ['error', 'starred-block']",,"valid-jsdoc: ['error', {'requireReturn': False, 'requireParamDescription': False, 'requireReturnDescription': False, 'prefer': {'return': 'returns'}}]","{'valid-jsdoc': ['error', {'requireReturn': False, 'requireParamDescription': False, 'requireReturnDescription': False, 'prefer': {'return': 'returns'}}]}",true,valid-jsdoc,,multiline-comment-style,valid-jsdoc,,multiline-comment-style,valid-jsdoc,,multiline-comment-style
7.2 Markdown,"JSDoc is written in Markdown, though it may include HTML when necessary.
 Note that tools that automatically extract JSDoc (e.g. JsDossier ) will often ignore plain text formatting, so if you did this:
 /**
  * Computes weight based on three factors:
  * items sent
  * items received
  * last timestamp
  */
 
 it would come out like this:
 Computes weight based on three factors: items sent items received last timestamp
 
 Instead, write a Markdown list:
 /**
  * Computes weight based on three factors:
  *
  * - items sent
  * - items received
  * - last timestamp
  */",,,,"valid-jsdoc: ['error', {'requireReturn': False, 'requireParamDescription': False, 'requireReturnDescription': False, 'prefer': {'returns': 'return'}}]","{'valid-jsdoc': ['error', {'requireReturn': False, 'requireParamDescription': False, 'requireReturnDescription': False, 'prefer': {'returns': 'return'}}]}",true,,valid-jsdoc,,,valid-jsdoc,,,valid-jsdoc,
7.3 JSDoc tags,"Google style allows a subset of JSDoc tags. See ?? for the complete list. Most tags must occupy their own line, with the tag at the beginning of the line.
 Disallowed:
 /**
  * The ""param"" tag must occupy its own line and may not be combined.
  * @param {number} left @param {number} right
  */
 function add(left, right) { ... }
 
 Simple tags that do not require any additional data (such as `@private` , `@const` , `@final` , `@export` ) may be combined onto the same line, along with an optional type when appropriate.
 /**
  * Place more complex annotations (like ""implements"" and ""template"")
  * on their own lines. Multiple simple tags (like ""export"" and ""final"")
  * may be combined in one line.
  * @export @final
  * @implements {Iterable<TYPE>}
  * @template TYPE
  */
 class MyClass {
  /**
  * @param {!ObjType} obj Some object.
  * @param {number=} num An optional number.
  */
  constructor(obj, num = 42) {
  /** @private @const {!Array<!ObjType|number>} */
  this.data_ = [obj, num];
  }
 }
 
 There is no hard rule for when to combine tags, or in which order, but be consistent.
 For general information about annotating types in JavaScript see Annotating JavaScript for the Closure Compiler and Types in the Closure Type
 System .",,,,"valid-jsdoc: ['error', {'requireReturn': True, 'requireParamDescription': True, 'requireReturnDescription': True, 'prefer': {'return': 'returns'}, 'requireParamType': True, 'requireReturnType': True, 'matchDescription': '.+', 'requireParamName': True}]","{'valid-jsdoc': ['error', {'requireReturn': True, 'requireParamDescription': True, 'requireReturnDescription': True, 'prefer': {'return': 'returns'}, 'requireParamType': True, 'requireReturnType': True, 'matchDescription': '.+', 'requireParamName': True}]}",true,,valid-jsdoc,,,valid-jsdoc,,,valid-jsdoc,
7.4 Line wrapping,"Line-wrapped block tags are indented four spaces. Wrapped description text may be lined up with the description on previous lines, but this horizontal alignment is discouraged.
 /**
  * Illustrates line wrapping for long param/return descriptions.
  * @param {string} foo This is a param with a description too long to fit in
  * one line.
  * @return {number} This returns something that has a description too long to
  * fit in one line.
  */
 exports.method = function(foo) {
  return 5;
 };
 
 Do not indent when wrapping a `@desc` or `@fileoverview` description.",,,,"max-len: ['error', {'code': 80, 'ignoreUrls': True}]
indent: ['error', 4, {'SwitchCase': 1}]
multiline-comment-style: ['error', 'starred-block']
lines-around-comment: ['error', {'beforeBlockComment': True, 'afterBlockComment': False}]","{'max-len': ['error', {'code': 80, 'ignoreUrls': True}], 'indent': ['error', 4, {'SwitchCase': 1}], 'multiline-comment-style': ['error', 'starred-block'], 'lines-around-comment': ['error', {'beforeBlockComment': True, 'afterBlockComment': False}]}",true,,"max-len
indent
multiline-comment-style
lines-around-comment",,,"max-len
indent
multiline-comment-style
lines-around-comment",,,"max-len
indent
multiline-comment-style
lines-around-comment",
7.5 Top/file-level comments,"A file may have a top-level file overview. A copyright notice , author information, and default visibility level are optional. File overviews are generally recommended whenever a file consists of more than a single class definition. The top level comment is designed to orient readers unfamiliar with the code to what is in this file. If present, it may provide a description of the file's contents and any dependencies or compatibility information. Wrapped lines are not indented.
 Example:
 /**
  * @fileoverview Description of file, its uses and information
  * about its dependencies.
  * @package
  */",,,,"spaced-comment: ['error', 'always', {'block': {'balanced': True}}]","{'spaced-comment': ['error', 'always', {'block': {'balanced': True}}]}",true,,spaced-comment,,,spaced-comment,,,spaced-comment,
