rule_name,description,benchmark,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
5.4.9 Interfaces,"Interfaces may be declared with `@interface` or `@record` . Interfaces declared with `@record` can be explicitly (i.e. via `@implements` ) or implicitly implemented by a class or object literal.
All non-static method bodies on an interface must be empty blocks. Fields must be declared as uninitialized members in the class constructor.
Example:
/**
 * Something that can frobnicate.
 * @record
 */
class Frobnicator {
  constructor() {
    /** @type {number} The number of attempts before giving up. */
    this.attempts;
  }

  /**
   * Performs the frobnication according to the given strategy.
   * @param {!FrobnicationStrategy} strategy
   */
  frobnicate(strategy) {}
}

",,Yes,"no-empty-function: ['allow', []]",true,,no-empty-function,,,no-empty-function,,,no-empty-function,
5.4.10 Abstract Classes,"Use abstract classes when appropriate. Abstract classes and methods must be annotated with `@abstract` . Do not use `goog.abstractMethod` . See abstract
classes and methods .",,Yes,no-restricted-syntax: ['goog.abstractMethod'],true,,no-restricted-syntax,,,no-restricted-syntax,,,no-restricted-syntax,
5.5.1 Top-level functions,"Top-level functions may be defined directly on the `exports` object, or else declared locally and optionally exported. See ?? for more on exports.
Examples:
/** @param {string} str */
exports.processString = (str) => {
  // Process the string.
};

/** @param {string} str */
const processString = (str) => {
  // Process the string.
};

exports = {processString};
",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.5.2 Nested functions and closures,"Functions may contain nested function definitions. If it is useful to give the function a name, it should be assigned to a local `const` .",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.5.3 Arrow functions,"Arrow functions provide a concise function syntax and simplify scoping `this` for nested functions. Prefer arrow functions over the `function` keyword, particularly for nested functions (but see ?? ).
Prefer arrow functions over other `this` scoping approaches such as `f.bind(this)` , `goog.bind(f,this)` , and `constself=this` . Arrow functions are particularly useful for calling into callbacks as they permit explicitly specifying which parameters to pass to the callback whereas binding will blindly pass along all parameters.
The left-hand side of the arrow contains zero or more parameters. Parentheses around the parameters are optional if there is only a single non-destructured parameter. When parentheses are used, inline parameter types may be specified (see ?? ).
Tip: Always using parentheses even for single-parameter arrow functions can avoid situations where adding parameters, but forgetting to add parentheses, may result in parseable code which no longer works as intended.
The right-hand side of the arrow contains the body of the function. By default the body is a block statement (zero or more statements surrounded by curly braces). The body may also be an implicitly returned single expression if either: the program logic requires returning a value, or the `void` operator precedes a single function or method call (using `void` ensures `undefined` is returned, prevents leaking values, and communicates intent). The single expression form is preferred if it improves readability (e.g., for short or simple expressions).
Examples:
/**
 * Arrow functions can be documented just like normal functions.
 * @param {number} numParam A number to add.
 * @param {string} strParam Another number to add that happens to be a string.
 * @return {number} The sum of the two parameters.
 */
const moduleLocalFunc = (numParam, strParam) => numParam + Number(strParam);

// Uses the single expression syntax with `void` because the program logic does
// not require returning a value.
getValue((result) => void alert(`Got ${result}`));

class CallbackExample {
  constructor() {
    /** @private {number} */
    this.cachedValue_ = 0;

    // For inline callbacks, you can use inline typing for parameters.
    // Uses a block statement because the value of the single expression should
    // not be returned and the expression is not a single function call.
    getNullableValue((/** ?number */ result) => {
      this.cachedValue_ = result == null ? 0 : result;
    });
  }
}

Disallowed:
/**
 * A function with no params and no returned value.
 * This single expression body usage is illegal because the program logic does
 * not require returning a value and we're missing the `void` operator.
 */
const moduleLocalFunc = () => anotherFunction();","arrow-parens: ['error', 'always']",Yes,"prefer-arrow-callback: [{'allowNamedFunctions': False}, {'allowUnboundThis': False}]
arrow-parens: as-needed
arrow-body-style: as-needed",true,arrow-parens,"prefer-arrow-callback
arrow-body-style",,,"prefer-arrow-callback
arrow-parens
arrow-body-style",arrow-parens,,"prefer-arrow-callback
arrow-parens
arrow-body-style",arrow-parens
5.5.4 Generators,"Generators enable a number of useful abstractions and may be used as needed.
When defining generator functions, attach the `*` to the `function` keyword when present, and separate it with a space from the name of the function. When using delegating yields, attach the `*` to the `yield` keyword.
Example:
/** @return {!Iterator<number>} */
function* gen1() {
  yield 42;
}

/** @return {!Iterator<number>} */
const gen2 = function*() {
  yield* gen1();
}

class SomeClass {
  /** @return {!Iterator<number>} */
  * gen() {
    yield 42;
  }
}","generator-star-spacing: ['error', {'before': False, 'after': True}]
yield-star-spacing: ['error', 'after']",Yes,"yield-star-spacing: ['before', True]",true,yield-star-spacing,,generator-star-spacing,,yield-star-spacing,"generator-star-spacing
yield-star-spacing",,yield-star-spacing,"generator-star-spacing
yield-star-spacing"
5.5.5 Parameter and return types,Function parameters and return types should usually be documented with JSDoc annotations. See ?? for more information.,"require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': False, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]",No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",false,,,require-jsdoc,,,require-jsdoc,,,require-jsdoc
5.5.5.1 Default parameters,"Optional parameters are permitted using the equals operator in the parameter list. Optional parameters must include spaces on both sides of the equals operator, be named exactly like required parameters (i.e., not prefixed with `opt_` ), use the `=` suffix in their JSDoc type, come after required parameters, and not use initializers that produce observable side effects. All optional parameters for concrete functions must have default values, even if that value is `undefined` . In contrast to concrete functions, abstract and interface methods must omit default parameter values.
Example:
/**
 * @param {string} required This parameter is always needed.
 * @param {string=} optional This parameter can be omitted.
 * @param {!Node=} node Another optional parameter.
 */
function maybeDoSomething(required, optional = '', node = undefined) {}

/** @interface */
class MyInterface {
  /**
   * Interface and abstract methods must omit default parameter values.
   * @param {string=} optional
   */
  someMethod(optional) {}
}

Use default parameters sparingly. Prefer destructuring (as in ?? ) to create readable APIs when there are more than a small handful of optional parameters that do not have a natural order.
Note: Unlike Python's default parameters, it is okay to use initializers that return new mutable objects (such as `{}` or `[]` ) because the initializer is evaluated each time the default value is used, so a single object won't be shared across invocations.
Tip: While arbitrary expressions including function calls may be used as initializers, these should be kept as simple as possible. Avoid initializers that expose shared mutable state, as that can easily introduce unintended coupling between function calls.","space-infix-ops: error
default-param-last: error",Yes,"space-infix-ops: ['spaces', True]
valid-jsdoc: ['preferType', {'Boolean': 'boolean', 'Number': 'number', 'object': 'Object', 'String': 'string'}]
default-param-last: ['default parameters', 'last']",true,"space-infix-ops
default-param-last",valid-jsdoc,,,"space-infix-ops
valid-jsdoc
default-param-last","space-infix-ops
default-param-last",,"space-infix-ops
valid-jsdoc
default-param-last","space-infix-ops
default-param-last"
5.5.5.2 Rest parameters,"Use a rest parameter instead of accessing `arguments` . Rest parameters are typed with a `...` prefix in their JSDoc. The rest parameter must be the last parameter in the list. There is no space between the `...` and the parameter name. Do not name the rest parameter `var_args` . Never name a local variable or parameter `arguments` , which confusingly shadows the built-in name.
Example:
/**
 * @param {!Array<string>} array This is an ordinary parameter.
 * @param {...number} numbers The remainder of arguments are all numbers.
 */
function variadic(array, ...numbers) {}
","rest-spread-spacing: ['error', 'never']",Yes,"prefer-rest-params: error
rest-spread-spacing: ['error', 'never']
id-denylist: ['error', ['var_args', 'arguments']]",true,rest-spread-spacing,"prefer-rest-params
id-denylist",,rest-spread-spacing,"prefer-rest-params
id-denylist",,rest-spread-spacing,"prefer-rest-params
id-denylist",
5.5.6 Generics,Declare generic functions and methods when necessary with `@templateTYPE` in the JSDoc above the function or method definition.,,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.5.7 Spread operator,"Function calls may use the spread operator ( `...` ). Prefer the spread operator to `Function.prototype.apply` when an array or iterable is unpacked into multiple parameters of a variadic function. There is no space after the `...` .
Example:
function myFunction(...elements) {}
myFunction(...array, ...iterable, ...generator());
","rest-spread-spacing: ['error', 'never']",Yes,rest-spread-spacing: never,true,rest-spread-spacing,,,,rest-spread-spacing,rest-spread-spacing,,rest-spread-spacing,rest-spread-spacing
5.6 String literals,,,Yes,"quotes: ['error', 'single']
no-multi-str: error",true,,"quotes
no-multi-str",,,"quotes
no-multi-str",,,"quotes
no-multi-str",
5.6.1 Use single quotes,"Ordinary string literals are delimited with single quotes ( `'` ), rather than double quotes ( `""` ).
Tip: if a string contains a single quote character, consider using a template string to avoid having to escape the quote.
Ordinary string literals may not span multiple lines.","quotes: ['error', 'single']",Yes,"quotes: ['single']
no-multi-str: error",true,quotes,no-multi-str,,quotes,no-multi-str,,quotes,no-multi-str,
5.6.2 Template literals,"Use template literals (delimited with ``` ) over complex string concatenation, particularly if multiple string literals are involved. Template literals may span multiple lines.
If a template literal spans multiple lines, it does not need to follow the indentation of the enclosing block, though it may if the added whitespace does not matter.
Example:
function arithmetic(a, b) {
  return `Here is a table of arithmetic operations:
${a} + ${b} = ${a + b}
${a} - ${b} = ${a - b}
${a} * ${b} = ${a * b}
${a} / ${b} = ${a / b}`;
}
",,Yes,prefer-template: error,true,,prefer-template,,,prefer-template,,,prefer-template,
5.6.3 No line continuations,"Do not use line continuations (that is, ending a line inside a string literal with a backslash) in either ordinary or template string literals. Even though ES5 allows this, it can lead to tricky errors if any trailing whitespace comes after the slash, and is less obvious to readers.
Disallowed:
const longString = 'This is a very long string that far exceeds the 80 \
    column limit. It unfortunately contains long stretches of spaces due \
    to how the continued lines are indented.';

Instead, write
const longString = 'This is a very long string that far exceeds the 80 ' +
    'column limit. It does not contain long stretches of spaces since ' +
    'the concatenated strings are cleaner.';",no-multi-str: error,Yes,no-multi-str: error,true,no-multi-str,,,no-multi-str,,,no-multi-str,,
5.7 Number literals,"Numbers may be specified in decimal, hex, octal, or binary. Use exactly `0x` , `0o` , and `0b` prefixes, with lowercase letters, for hex, octal, and binary, respectively. Never include a leading zero unless it is immediately followed by `x` , `o` , or `b` .",no-octal: error,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",false,,,no-octal,,,no-octal,,,no-octal
5.8 Control structures,,,Yes,"curly: ['all']
eqeqeq: ['smart', {'null': 'ignore'}]",true,,"curly
eqeqeq",,,"curly
eqeqeq",,,"curly
eqeqeq",
5.8.1 For loops,"With ES6, the language now has three different kinds of `for` loops. All may be used, though `for` - `of` loops should be preferred when possible.
`for` - `in` loops may only be used on dict-style objects (see ?? ), and should not be used to iterate over an array. `Object.prototype.hasOwnProperty` should be used in `for` - `in` loops to exclude unwanted prototype properties. Prefer `for` - `of` and `Object.keys` over `for` - `in` when possible.",,Yes,"no-restricted-syntax: [{'selector': 'ForInStatement', 'message': 'for-in loops are not allowed for arrays'}]
guard-for-in: error",true,,"no-restricted-syntax
guard-for-in",,,"no-restricted-syntax
guard-for-in",,,"no-restricted-syntax
guard-for-in",
5.8.2 Exceptions,"Exceptions are an important part of the language and should be used whenever exceptional cases occur. Always throw `Error` s or subclasses of `Error` : never throw string literals or other objects. Always use `new` when constructing an `Error` .
This treatment extends to `Promise` rejection values as `Promise.reject(obj)` is equivalent to `throwobj;` in async functions.
Custom exceptions provide a great way to convey additional error information from functions. They should be defined and used wherever the native `Error` type is insufficient.
Prefer throwing exceptions over ad-hoc error-handling approaches (such as passing an error container reference type, or returning an object with an error property).",no-throw-literal: error,Yes,no-throw-literal: [],true,no-throw-literal,,,no-throw-literal,,,no-throw-literal,,
5.8.2.1 Empty catch blocks,"It is very rarely correct to do nothing in response to a caught exception. When it truly is appropriate to take no action whatsoever in a catch block, the reason this is justified is explained in a comment.
try {
  return handleNumericResponse(response);
} catch (ok) {
  // it's not numeric; that's fine, just continue
}
return handleTextResponse(response);

Disallowed:
  try {
    shouldFail();
    fail('expected an error');
  } catch (expected) {
  }

Tip: Unlike in some other languages, patterns like the above simply don¡¯t work since this will catch the error thrown by `fail` . Use `assertThrows()` instead.",,Yes,no-empty: [{'allowEmptyCatch': False}],true,,no-empty,,,no-empty,,,no-empty,
5.8.3 Switch statements,"Terminology Note: Inside the braces of a switch block are one or more statement groups. Each statement group consists of one or more switch labels (either `caseFOO:` or `default:` ), followed by one or more statements.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
5.8.3.1 Fall-through: commented,"Within a switch block, each statement group either terminates abruptly (with a `break` , `return` or `throw` n exception), or is marked with a comment to indicate that execution will or might continue into the next statement group. Any comment that communicates the idea of fall-through is sufficient (typically `//fallthrough` ). This special comment is not required in the last statement group of the switch block.
Example:
switch (input) {
  case 1:
  case 2:
    prepareOneOrTwo();
  // fall through
  case 3:
    handleOneTwoOrThree();
    break;
  default:
    handleLargeNumber(input);
}","no-fallthrough: ['error', {'commentPattern': 'OurSetDefault'}]",Yes,"no-fallthrough: [{'commentPattern': '/falls?\\s?through/i'}, {'commentPattern': '.*'}]",true,no-fallthrough,,,,no-fallthrough,no-fallthrough,,no-fallthrough,no-fallthrough
5.8.3.2 The default case is present,"Each switch statement includes a `default` statement group, even if it contains no code. The `default` statement group must be last.","default-case: error
default-case-last: error",Yes,"default-case: []
default-case-last: []",true,"default-case
default-case-last",,,"default-case
default-case-last",,,"default-case
default-case-last",,
5.9 this,"Only use `this` in class constructors and methods, in arrow functions defined within class constructors and methods, or in functions that have an explicit `@this` declared in the immediately-enclosing function¡¯s JSDoc.
Never use `this` to refer to the global object, the context of an `eval` , the target of an event, or unnecessarily `call()` ed or `apply()` ed functions.",,Yes,"no-invalid-this: ['error', {'capIsConstructor': False}]
no-extra-bind: error",true,,"no-invalid-this
no-extra-bind",,,"no-invalid-this
no-extra-bind",,,"no-invalid-this
no-extra-bind",
5.10 Equality Checks,Use identity operators ( `===` / `!==` ) except in the cases documented below.,"eqeqeq: ['error', 'always', {'null': 'ignore'}]",Yes,"eqeqeq: ['ignore', 'null']",true,eqeqeq,,,,eqeqeq,eqeqeq,,eqeqeq,eqeqeq
5.10.1 Exceptions Where Coercion is Desirable,"Catching both `null` and `undefined` values:
if (someObjectOrPrimitive == null) {
  // Checking for null catches both null and undefined for objects and
  // primitives, but does not catch other falsy values like 0 or the empty
  // string.
}","eqeqeq: ['error', 'always', {'null': 'ignore'}]",Yes,"eqeqeq: ['null', 'ignore']",true,eqeqeq,,,,eqeqeq,eqeqeq,,eqeqeq,eqeqeq
5.11 Disallowed features,,,Yes,"no-with: error
no-loop-func: error
no-extend-native: error
no-eval: error
no-caller: error
no-restricted-properties: [{'object': 'document', 'property': 'write'}]
guard-for-in: error
no-labels: error
no-void: error
no-continue: error",true,,"no-with
no-loop-func
no-extend-native
no-eval
no-caller
no-restricted-properties
guard-for-in
no-labels
no-void
no-continue",,,"no-with
no-loop-func
no-extend-native
no-eval
no-caller
no-restricted-properties
guard-for-in
no-labels
no-void
no-continue",,,"no-with
no-loop-func
no-extend-native
no-eval
no-caller
no-restricted-properties
guard-for-in
no-labels
no-void
no-continue",
5.11.1 with,Do not use the `with` keyword. It makes your code harder to understand and has been banned in strict mode since ES5.,no-with: error,Yes,no-with: error,true,no-with,,,no-with,,,no-with,,
5.11.2 Dynamic code evaluation,Do not use `eval` or the `Function(...string)` constructor (except for code loaders). These features are potentially dangerous and simply do not work in CSP environments.,"no-eval: error
no-new-func: error",Yes,"no-eval: ['allowIndirect', False]
no-new-func: []",true,"no-eval
no-new-func",,,no-new-func,no-eval,no-eval,no-new-func,no-eval,no-eval
5.11.3 Automatic semicolon insertion,"Always terminate statements with semicolons (except function and class declarations, as noted above).","semi: ['error', 'always']",No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",false,,,semi,,,semi,,,semi
5.11.4 Non-standard features,"Do not use non-standard features. This includes old features that have been removed (e.g., `WeakMap.clear` ), new features that are not yet standardized (e.g., the current TC39 working draft, proposals at any stage, or proposed but not-yet-complete web standards), or proprietary features that are only implemented in some browsers. Use only features defined in the current ECMA-262 or WHATWG standards. (Note that projects writing against specific APIs, such as Chrome extensions or Node.js, can obviously use those APIs). Non-standard language ¡°extensions¡± (such as those provided by some external transpilers) are forbidden.",,Yes,"no-restricted-syntax: ['specify the AST selectors for non-standard features', 'specify the AST selectors for old features', 'specify the AST selectors for new features not standardized', 'specify the AST selectors for proprietary features', 'specify the AST selectors for non-standard language extensions']",true,,no-restricted-syntax,,,no-restricted-syntax,,,no-restricted-syntax,
5.11.5 Wrapper objects for primitive types,"Never use `new` on the primitive object wrappers ( `Boolean` , `Number` , `String` , `Symbol` ), nor include them in type annotations.
Disallowed:
const /** Boolean */ x = new Boolean(false);
if (x) alert(typeof x);  // alerts 'object' - WAT?

The wrappers may be called as functions for coercing (which is preferred over using `+` or concatenating the empty string) or creating symbols.
Example:
const /** boolean */ x = Boolean(0);
if (!x) alert(typeof x);  // alerts 'boolean', as expected",no-new-wrappers: error,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",false,,,no-new-wrappers,,,no-new-wrappers,,,no-new-wrappers
5.11.6 Modifying builtin objects,"Never modify builtin types, either by adding methods to their constructors or to their prototypes. Avoid depending on libraries that do this. Note that the JSCompiler¡¯s runtime library will provide standards-compliant polyfills where possible; nothing else may modify builtin objects.
Do not add symbols to the global object unless absolutely necessary (e.g. required by a third-party API).",no-extend-native: error,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",false,,,no-extend-native,,,no-extend-native,,,no-extend-native
5.11.7 Omitting () when invoking a constructor,"Never invoke a constructor in a `new` statement without using parentheses `()` .
Disallowed:
new Foo;

Use instead:
new Foo();

Omitting parentheses can lead to subtle mistakes. These two lines are not equivalent:
new Foo().Bar();
new Foo.Bar();
",new-parens: error,Yes,"new-parens: ['error', 'always']",true,new-parens,,,,new-parens,new-parens,,new-parens,new-parens
6 Naming,,,Yes,"{'camelcase': [{'properties': 'always', 'ignoreDestructuring': False, 'ignoreImports': False, 'ignoreGlobals': False, 'allow': []}], 'new-cap': [{'newIsCap': True, 'capIsNew': True, 'newIsCapExceptions': [], 'newIsCapExceptionPattern': None, 'capIsNewExceptions': [], 'capIsNewExceptionPattern': None, 'properties': True}], 'id-match': [{'properties': True, 'classFields': True, 'onlyDeclarations': True, 'ignoreDestructuring': False}], 'id-length': [{'min': 2, 'max': inf, 'properties': 'always', 'exceptions': ['i', 'j', 'k'], 'exceptionPatterns': []}]}",false,,"exceptions
camelcase
id-length
id-match
new-cap
capIsNewExceptions
newIsCapExceptions
allow
exceptionPatterns",,,"exceptions
camelcase
id-length
id-match
new-cap
capIsNewExceptions
newIsCapExceptions
allow
exceptionPatterns",,,"exceptions
camelcase
id-length
id-match
new-cap
capIsNewExceptions
newIsCapExceptions
allow
exceptionPatterns",
6.1 Rules common to all identifiers,"Identifiers use only ASCII letters and digits, and, in a small number of cases noted below, underscores and very rarely (when required by frameworks like Angular) dollar signs.
Give as descriptive a name as possible, within reason. Do not worry about saving horizontal space as it is far more important to make your code immediately understandable by a new reader. Do not use abbreviations that are ambiguous or unfamiliar to readers outside your project, and do not abbreviate by deleting letters within a word.
errorCount          // No abbreviation.
dnsConnectionIndex  // Most people know what ""DNS"" stands for.
referrerUrl         // Ditto for ""URL"".
customerId          // ""Id"" is both ubiquitous and unlikely to be misunderstood.

Disallowed:
n                   // Meaningless.
nErr                // Ambiguous abbreviation.
nCompConns          // Ambiguous abbreviation.
wgcConnections      // Only your group knows what this stands for.
pcReader            // Lots of things can be abbreviated ""pc"".
cstmrId             // Deletes internal letters.
kSecondsPerDay      // Do not use Hungarian notation.
",,Yes,"id-denylist: ['n', 'nErr', 'nCompConns', 'wgcConnections', 'pcReader', 'cstmrId', 'kSecondsPerDay']",true,,id-denylist,,,id-denylist,,,id-denylist,
6.2 Rules by identifier type,,,Yes,"array-bracket-newline: ['error', 'always']
array-bracket-spacing: ['error', 'always']",true,,"array-bracket-newline
array-bracket-spacing",,,"array-bracket-newline
array-bracket-spacing",,,"array-bracket-newline
array-bracket-spacing",
6.2.1 Package names,"Package names are all `lowerCamelCase` . For example, `my.exampleCode.deepSpace` , but not `my.examplecode.deepspace` or `my.example_code.deep_space` .",camelcase: error,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",false,,,camelcase,,,camelcase,,,camelcase
6.2.2 Class names,"Class, interface, record, and typedef names are written in `UpperCamelCase` . Unexported classes are simply locals: they are not marked `@private` and therefore are not named with a trailing underscore.
Type names are typically nouns or noun phrases. For example, `Request` , `ImmutableList` , or `VisibilityMode` . Additionally, interface names may sometimes be adjectives or adjective phrases instead (for example, `Readable` ).",camelcase: error,Yes,"no-underscore-dangle: ['error', {'allow': [], 'allowAfterThis': False, 'allowAfterSuper': False, 'allowAfterThisConstructor': False, 'enforceInMethodNames': True, 'enforceInClassFields': True, 'allowInArrayDestructuring': False, 'allowInObjectDestructuring': False, 'allowFunctionParams': False}]",true,,no-underscore-dangle,camelcase,,no-underscore-dangle,camelcase,,no-underscore-dangle,camelcase
6.2.3 Method names,"Method names are written in `lowerCamelCase` . Names for `@private` methods must end with a trailing underscore.
Method names are typically verbs or verb phrases. For example, `sendMessage` or `stop_` . Getter and setter methods for properties are never required, but if they are used they should be named `getFoo` (or optionally `isFoo` or `hasFoo` for booleans), or `setFoo(value)` for setters.
Underscores may also appear in JsUnit test method names to separate logical components of the name. One typical pattern is `test<MethodUnderTest>_<state>_<expectedOutcome>` , for example `testPop_emptyStack_throws` . There is no One Correct Way to name test methods.",camelcase: error,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",false,,,camelcase,,,camelcase,,,camelcase
6.2.4 Enum names,"Enum names are written in `UpperCamelCase` , similar to classes, and should generally be singular nouns. Individual items within the enum are named in `CONSTANT_CASE` .",camelcase: error,Yes,"id-match: [{'properties': True, 'classFields': True, 'onlyDeclarations': True, 'ignoreDestructuring': False}]",true,,id-match,camelcase,,id-match,camelcase,,id-match,camelcase
6.2.5 Constant names,"Constant names use `CONSTANT_CASE` : all uppercase letters, with words separated by underscores. There is no reason for a constant to be named with a trailing underscore, since private static properties can be replaced by (implicitly private) module locals.",,Yes,"no-underscore-dangle: ['error', {'allow': [], 'allowAfterThis': False, 'allowAfterSuper': False, 'allowAfterThisConstructor': False, 'enforceInMethodNames': True, 'enforceInClassFields': True, 'allowInArrayDestructuring': False, 'allowInObjectDestructuring': False, 'allowFunctionParams': False}]",true,,no-underscore-dangle,,,no-underscore-dangle,,,no-underscore-dangle,
6.2.5.2 Local aliases,"Local aliases should be used whenever they improve readability over fully-qualified names. Follow the same rules as `goog.require` s ( ?? ), maintaining the last part of the aliased name. Aliases may also be used within functions. Aliases must be `const` .
Examples:
const staticHelper = importedNamespace.staticHelper;
const CONSTANT_NAME = ImportedClass.CONSTANT_NAME;
const {assert, assertInstanceof} = asserts;
",,Yes,"prefer-const: ['any', {'destructuring': 'any', 'ignoreReadBeforeAssign': False}]",true,,prefer-const,,,prefer-const,,,prefer-const,
6.2.6 Non-constant field names,"Non-constant field names (static or otherwise) are written in `lowerCamelCase` , with a trailing underscore for private fields.
These names are typically nouns or noun phrases. For example, `computedValues` or `index_` .",camelcase: error,Yes,"camelcase: ['error', {'properties': 'never', 'ignoreDestructuring': False, 'ignoreImports': False, 'ignoreGlobals': False, 'allow': []}]
no-underscore-dangle: ['error', {'allowAfterThis': True, 'allowAfterSuper': False, 'allowAfterThisConstructor': False, 'enforceInMethodNames': False, 'enforceInClassFields': True, 'allowInArrayDestructuring': False, 'allowInObjectDestructuring': False, 'allowFunctionParams': False}]",true,camelcase,no-underscore-dangle,,,"camelcase
no-underscore-dangle",camelcase,,"camelcase
no-underscore-dangle",camelcase
6.2.7 Parameter names,"Parameter names are written in `lowerCamelCase` . Note that this applies even if the parameter expects a constructor.
One-character parameter names should not be used in public methods.
Exception : When required by a third-party framework, parameter names may begin with a `$` . This exception does not apply to any other identifiers (e.g. local variables or properties).",camelcase: error,Yes,"camelcase: ['properties', 'always']
id-length: ['min', 2]",true,camelcase,id-length,,,"camelcase
id-length",camelcase,,"camelcase
id-length",camelcase
6.2.8 Local variable names,"Local variable names are written in `lowerCamelCase` , except for module-local (top-level) constants, as described above. Constants in function scopes are still named in `lowerCamelCase` . Note that `lowerCamelCase` is used even if the variable holds a constructor.",camelcase: error,Yes,"camelcase: ['properties', 'always', {'ignoreDestructuring': False, 'ignoreImports': False, 'ignoreGlobals': False, 'allow': []}]",true,camelcase,,,,camelcase,camelcase,,camelcase,camelcase
6.2.9 Template parameter names,"Template parameter names should be concise, single-word or single-letter identifiers, and must be all-caps, such as `TYPE` or `THIS` .",,Yes,"id-length: ['error', {'min': 1, 'max': 1}]
new-cap: ['error', {'newIsCap': True}]",true,,"id-length
new-cap",,,"id-length
new-cap",,,"id-length
new-cap",
6.2.10 Module-local names,"Module-local names that are not exported are implicitly private. They are not marked `@private` and do not end in an underscore. This applies to classes, functions, variables, constants, enums, and other module-local identifiers.",,Yes,"no-underscore-dangle: ['error', {'allow': [], 'allowAfterThis': False, 'allowAfterSuper': False, 'allowAfterThisConstructor': False, 'enforceInMethodNames': True, 'enforceInClassFields': True, 'allowInArrayDestructuring': False, 'allowInObjectDestructuring': False, 'allowFunctionParams': False}]",true,,no-underscore-dangle,,,no-underscore-dangle,,,no-underscore-dangle,
6.3 Camel case: defined,"Sometimes there is more than one reasonable way to convert an English phrase into camel case, such as when acronyms or unusual constructs like IPv6 or iOS are present. To improve predictability, Google Style specifies the following (nearly) deterministic scheme.
Beginning with the prose form of the name:
Convert the phrase to plain ASCII and remove any apostrophes. For example, M¨¹ller's algorithm might become Muellers algorithm . 
Divide this result into words, splitting on spaces and any remaining punctuation (typically hyphens). 
Recommended: if any word already has a conventional camel case appearance in common usage, split this into its constituent parts (e.g., AdWords becomes ad words ). Note that a word such as iOS is not really in camel case per se; it defies any convention, so this recommendation does not apply. 
Now lowercase everything (including acronyms), then uppercase only the first character of: 
¡­ each word, to yield upper camel case, or 
¡­ each word except the first, to yield lower camel case 
Finally, join all the words into a single identifier.
Note that the casing of the original words is almost entirely disregarded.
Examples:
Prose form 
Correct 
Incorrect 
XML HTTP request 
XmlHttpRequest 
XMLHTTPRequest 
new customer ID 
newCustomerId 
newCustomerID 
inner stopwatch 
innerStopwatch 
innerStopWatch 
supports IPv6 on iOS? 
supportsIpv6OnIos 
supportsIPv6OnIOS 
YouTube importer 
YouTubeImporter 
YoutubeImporter*
*Acceptable, but not recommended.
Note: Some words are ambiguously hyphenated in the English language: for example nonempty and non-empty are both correct, so the method names checkNonempty and checkNonEmpty are likewise both correct.",,No,"{
    ""Answer"": ""No"",
    ""Configuration"": {}
}",,,,,,,,,,
7 JSDoc,"JSDoc is used on all classes, fields, and methods.","require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]",Yes,"require-jsdoc: {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}",true,require-jsdoc,,,require-jsdoc,,,require-jsdoc,,
7.1 General form,"The basic formatting of JSDoc blocks is as seen in this example:
/**
 * Multiple lines of JSDoc text are written here,
 * wrapped normally.
 * @param {number} arg A number to do something to.
 */
function doSomething(arg) { ¡­ }

or in this single-line example:
/** @const @private {!Foo} A short bit of JSDoc. */
this.foo_ = foo;

If a single-line comment overflows into multiple lines, it must use the multi-line style with `/**` and `*/` on their own lines.
Many tools extract metadata from JSDoc comments to perform code validation and optimization. As such, these comments must be well-formed.","require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]",No,"{
    ""Answer"": ""No""
}",false,,,require-jsdoc,,,require-jsdoc,,,require-jsdoc
