rule_name,description,benchmark,benchmark_default,benchmark_third,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
5.5.1 Top-level functions,"Top-level functions may be defined directly on the `exports` object, or else declared locally and optionally exported. See ?? for more on exports.
 Examples:
 /** @param {string} str */
 exports.processString = (str) => {
  // Process the string.
 };
 
 /** @param {string} str */
 const processString = (str) => {
  // Process the string.
 };
 
 exports = {processString};",,,,"no-use-before-define: ['error', {'functions': False, 'classes': True, 'variables': True, 'allowNamedExports': False}]
global-require: error
vars-on-top: error
no-implicit-globals: ['error', {'lexicalBindings': True}]
no-inner-declarations: ['error', 'functions']
no-func-assign: error
one-var: ['error', 'never']
func-style: ['error', 'expression']
no-obj-calls: error
func-name-matching: ['error', {'considerPropertyDescriptor': True, 'includeCommonJSModuleExports': True}]
strict: ['error', 'global']
no-shadow-restricted-names: error
no-duplicate-imports: ['error', {'includeExports': True}]
no-process-env: error
new-cap: ['error', {'newIsCap': True, 'capIsNew': True, 'properties': True}]
no-restricted-exports: ['error', {'restrictedNamedExports': ['default', 'then']}]
no-undefined: error
prefer-template: error
no-undef: ['error', {'typeof': True}]
no-unused-vars: ['error', {'vars': 'all', 'args': 'after-used', 'ignoreRestSiblings': True}]","{'no-use-before-define': ['error', {'functions': False, 'classes': True, 'variables': True, 'allowNamedExports': False}], 'global-require': 'error', 'vars-on-top': 'error', 'no-implicit-globals': ['error', {'lexicalBindings': True}], 'no-inner-declarations': ['error', 'functions'], 'no-func-assign': 'error', 'one-var': ['error', 'never'], 'func-style': ['error', 'expression'], 'no-obj-calls': 'error', 'func-name-matching': ['error', {'considerPropertyDescriptor': True, 'includeCommonJSModuleExports': True}], 'strict': ['error', 'global'], 'no-shadow-restricted-names': 'error', 'no-duplicate-imports': ['error', {'includeExports': True}], 'no-process-env': 'error', 'new-cap': ['error', {'newIsCap': True, 'capIsNew': True, 'properties': True}], 'no-restricted-exports': ['error', {'restrictedNamedExports': ['default', 'then']}], 'no-undefined': 'error', 'prefer-template': 'error', 'no-undef': ['error', {'typeof': True}], 'no-unused-vars': ['error', {'vars': 'all', 'args': 'after-used', 'ignoreRestSiblings': True}]}",true,,"no-use-before-define
global-require
vars-on-top
no-implicit-globals
no-inner-declarations
no-func-assign
one-var
func-style
no-obj-calls
func-name-matching
strict
no-shadow-restricted-names
no-duplicate-imports
no-process-env
new-cap
no-restricted-exports
no-undefined
prefer-template
no-undef
no-unused-vars",,,"no-use-before-define
global-require
vars-on-top
no-implicit-globals
no-inner-declarations
no-func-assign
one-var
func-style
no-obj-calls
func-name-matching
strict
no-shadow-restricted-names
no-duplicate-imports
no-process-env
new-cap
no-restricted-exports
no-undefined
prefer-template
no-undef
no-unused-vars",,,"no-use-before-define
global-require
vars-on-top
no-implicit-globals
no-inner-declarations
no-func-assign
one-var
func-style
no-obj-calls
func-name-matching
strict
no-shadow-restricted-names
no-duplicate-imports
no-process-env
new-cap
no-restricted-exports
no-undefined
prefer-template
no-undef
no-unused-vars",
5.5.2 Nested functions and closures,"Functions may contain nested function definitions. If it is useful to give the function a name, it should be assigned to a local `const` .",,,,"no-inner-declarations: ['functions']
no-loop-func: error
no-use-before-define: ['error', {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}]
no-var: error
no-func-assign: error
one-var: ['error', 'never']
func-names: ['error', 'always']
no-implicit-globals: ['error', {'lexicalBindings': True}]
wrap-iife: ['error', 'outside', {'functionPrototypeMethods': False}]
no-shadow: ['error', {'builtinGlobals': False, 'hoist': 'functions', 'allow': [], 'ignoreOnInitialization': False}]
prefer-const: ['error', {'destructuring': 'any', 'ignoreReadBeforeAssign': False}]
max-nested-callbacks: ['error', {'max': 10}]
no-dupe-args: error
no-new-func: error
no-const-assign: error
no-multi-assign: ['error', {'ignoreNonDeclaration': False}]
func-name-matching: ['error', {'considerPropertyDescriptor': False, 'includeCommonJSModuleExports': False}]
block-scoped-var: error
no-lone-blocks: error
consistent-this: ['error', 'that']","{'no-inner-declarations': ['functions'], 'no-loop-func': 'error', 'no-use-before-define': ['error', {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}], 'no-var': 'error', 'no-func-assign': 'error', 'one-var': ['error', 'never'], 'func-names': ['error', 'always'], 'no-implicit-globals': ['error', {'lexicalBindings': True}], 'wrap-iife': ['error', 'outside', {'functionPrototypeMethods': False}], 'no-shadow': ['error', {'builtinGlobals': False, 'hoist': 'functions', 'allow': [], 'ignoreOnInitialization': False}], 'prefer-const': ['error', {'destructuring': 'any', 'ignoreReadBeforeAssign': False}], 'max-nested-callbacks': ['error', {'max': 10}], 'no-dupe-args': 'error', 'no-new-func': 'error', 'no-const-assign': 'error', 'no-multi-assign': ['error', {'ignoreNonDeclaration': False}], 'func-name-matching': ['error', {'considerPropertyDescriptor': False, 'includeCommonJSModuleExports': False}], 'block-scoped-var': 'error', 'no-lone-blocks': 'error', 'consistent-this': ['error', 'that']}",true,,"no-inner-declarations
no-loop-func
no-use-before-define
no-var
no-func-assign
one-var
func-names
no-implicit-globals
wrap-iife
no-shadow
prefer-const
max-nested-callbacks
no-dupe-args
no-new-func
no-const-assign
no-multi-assign
func-name-matching
block-scoped-var
no-lone-blocks
consistent-this",,,"no-inner-declarations
no-loop-func
no-use-before-define
no-var
no-func-assign
one-var
func-names
no-implicit-globals
wrap-iife
no-shadow
prefer-const
max-nested-callbacks
no-dupe-args
no-new-func
no-const-assign
no-multi-assign
func-name-matching
block-scoped-var
no-lone-blocks
consistent-this",,,"no-inner-declarations
no-loop-func
no-use-before-define
no-var
no-func-assign
one-var
func-names
no-implicit-globals
wrap-iife
no-shadow
prefer-const
max-nested-callbacks
no-dupe-args
no-new-func
no-const-assign
no-multi-assign
func-name-matching
block-scoped-var
no-lone-blocks
consistent-this",
5.5.3 Arrow functions,"Arrow functions provide a concise function syntax and simplify scoping `this` for nested functions. Prefer arrow functions over the `function` keyword, particularly for nested functions (but see ?? ).
 Prefer arrow functions over other `this` scoping approaches such as `f.bind(this)` , `goog.bind(f,this)` , and `constself=this` . Arrow functions are particularly useful for calling into callbacks as they permit explicitly specifying which parameters to pass to the callback whereas binding will blindly pass along all parameters.
 The left-hand side of the arrow contains zero or more parameters. Parentheses around the parameters are optional if there is only a single non-destructured parameter. When parentheses are used, inline parameter types may be specified (see ?? ).
 Tip: Always using parentheses even for single-parameter arrow functions can avoid situations where adding parameters, but forgetting to add parentheses, may result in parseable code which no longer works as intended.
 The right-hand side of the arrow contains the body of the function. By default the body is a block statement (zero or more statements surrounded by curly braces). The body may also be an implicitly returned single expression if either: the program logic requires returning a value, or the `void` operator precedes a single function or method call (using `void` ensures `undefined` is returned, prevents leaking values, and communicates intent). The single expression form is preferred if it improves readability (e.g., for short or simple expressions).
 Examples:
 /**
  * Arrow functions can be documented just like normal functions.
  * @param {number} numParam A number to add.
  * @param {string} strParam Another number to add that happens to be a string.
  * @return {number} The sum of the two parameters.
  */
 const moduleLocalFunc = (numParam, strParam) => numParam + Number(strParam);
 
 // Uses the single expression syntax with `void` because the program logic does
 // not require returning a value.
 getValue((result) => void alert(`Got ${result}`));
 
 class CallbackExample {
  constructor() {
  /** @private {number} */
  this.cachedValue_ = 0;
 
  // For inline callbacks, you can use inline typing for parameters.
  // Uses a block statement because the value of the single expression should
  // not be returned and the expression is not a single function call.
  getNullableValue((/** ?number */ result) => {
  this.cachedValue_ = result == null ? 0 : result;
  });
  }
 }
 
 Disallowed:
 /**
  * A function with no params and no returned value.
  * This single expression body usage is illegal because the program logic does
  * not require returning a value and we're missing the `void` operator.
  */
 const moduleLocalFunc = () => anotherFunction();","arrow-parens: ['error', 'always']
arrow-body-style: ['error', 'always']","arrow-parens: ['error', 'always']
arrow-body-style: ['error', 'always']",,"prefer-arrow-callback: ['error']
no-confusing-arrow: ['error', {'allowParens': True}]
no-extra-bind: ['error']
arrow-parens: ['error', 'always']
arrow-body-style: ['error', 'as-needed']
no-func-assign: ['error']
no-use-before-define: ['error', {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}]
no-invalid-this: ['error']
no-void: ['error', {'allowAsStatement': True}]
wrap-iife: ['error', 'outside']
no-implicit-globals: ['error']
no-empty-function: ['error']
func-style: ['error', 'expression']
object-shorthand: ['error']
no-param-reassign: ['error']
no-new-func: ['error']
one-var: ['error', 'never']
no-lone-blocks: ['error']
no-unsafe-optional-chaining: ['error']","{'prefer-arrow-callback': ['error'], 'no-confusing-arrow': ['error', {'allowParens': True}], 'no-extra-bind': ['error'], 'arrow-parens': ['error', 'always'], 'arrow-body-style': ['error', 'as-needed'], 'no-func-assign': ['error'], 'no-use-before-define': ['error', {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}], 'no-invalid-this': ['error'], 'no-void': ['error', {'allowAsStatement': True}], 'wrap-iife': ['error', 'outside'], 'no-implicit-globals': ['error'], 'no-empty-function': ['error'], 'func-style': ['error', 'expression'], 'object-shorthand': ['error'], 'no-param-reassign': ['error'], 'no-new-func': ['error'], 'one-var': ['error', 'never'], 'no-lone-blocks': ['error'], 'no-unsafe-optional-chaining': ['error']}",true,"arrow-parens
arrow-body-style","prefer-arrow-callback
no-confusing-arrow
no-extra-bind
no-func-assign
no-use-before-define
no-invalid-this
no-void
wrap-iife
no-implicit-globals
no-empty-function
func-style
object-shorthand
no-param-reassign
no-new-func
one-var
no-lone-blocks
no-unsafe-optional-chaining",,arrow-parens,"prefer-arrow-callback
no-confusing-arrow
no-extra-bind
arrow-body-style
no-func-assign
no-use-before-define
no-invalid-this
no-void
wrap-iife
no-implicit-globals
no-empty-function
func-style
object-shorthand
no-param-reassign
no-new-func
one-var
no-lone-blocks
no-unsafe-optional-chaining",arrow-body-style,arrow-parens,"prefer-arrow-callback
no-confusing-arrow
no-extra-bind
arrow-body-style
no-func-assign
no-use-before-define
no-invalid-this
no-void
wrap-iife
no-implicit-globals
no-empty-function
func-style
object-shorthand
no-param-reassign
no-new-func
one-var
no-lone-blocks
no-unsafe-optional-chaining",arrow-body-style
5.5.4 Generators,"Generators enable a number of useful abstractions and may be used as needed.
 When defining generator functions, attach the `*` to the `function` keyword when present, and separate it with a space from the name of the function. When using delegating yields, attach the `*` to the `yield` keyword.
 Example:
 /** @return {!Iterator<number>} */
 function* gen1() {
  yield 42;
 }
 
 /** @return {!Iterator<number>} */
 const gen2 = function*() {
  yield* gen1();
 }
 
 class SomeClass {
  /** @return {!Iterator<number>} */
  * gen() {
  yield 42;
  }
 }","generator-star-spacing: ['error', {'named': {'before': False, 'after': True}}]
yield-star-spacing: ['error', 'after']","generator-star-spacing: ['error', {'before': 'OurSetDefault', 'named': {'before': False, 'after': True}}]
yield-star-spacing: ['error', {'before': False, 'after': 'OurSetDefault'}]",,"require-yield: error
generator-star-spacing: ['error', {'before': True, 'after': False, 'anonymous': {'before': True, 'after': False}, 'method': {'before': True, 'after': False}, 'named': {'before': True, 'after': False}}]
yield-star-spacing: ['error', {'before': False, 'after': True}]","{'require-yield': 'error', 'generator-star-spacing': ['error', {'before': True, 'after': False, 'anonymous': {'before': True, 'after': False}, 'method': {'before': True, 'after': False}, 'named': {'before': True, 'after': False}}], 'yield-star-spacing': ['error', {'before': False, 'after': True}]}",true,"generator-star-spacing
yield-star-spacing",require-yield,,yield-star-spacing,"require-yield
generator-star-spacing",generator-star-spacing,yield-star-spacing,"require-yield
generator-star-spacing",generator-star-spacing
5.5.5 Parameter and return types,Function parameters and return types should usually be documented with JSDoc annotations. See ?? for more information.,"valid-jsdoc: ['error', {'requireReturn': 'OurSetDefault', 'requireReturnType': True, 'requireParamType': 'OurSetDefault'}]","valid-jsdoc: ['error', {'requireReturn': 'OurSetDefault', 'requireReturnType': True, 'requireParamType': 'OurSetDefault', 'requireParamDescription': 'OurSetDefault', 'requireReturnDescription': 'OurSetDefault'}]",,"consistent-return: ['error', {'treatUndefinedAsUnspecified': False}]
valid-jsdoc: ['error', {'prefer': {}, 'preferType': {}, 'requireReturn': True, 'requireReturnType': False, 'matchDescription': '', 'requireParamDescription': False, 'requireReturnDescription': False, 'requireParamType': False}]
require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': False, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]","{'consistent-return': ['error', {'treatUndefinedAsUnspecified': False}], 'valid-jsdoc': ['error', {'prefer': {}, 'preferType': {}, 'requireReturn': True, 'requireReturnType': False, 'matchDescription': '', 'requireParamDescription': False, 'requireReturnDescription': False, 'requireParamType': False}], 'require-jsdoc': ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': False, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]}",true,valid-jsdoc,"consistent-return
require-jsdoc",,,"consistent-return
valid-jsdoc
require-jsdoc",valid-jsdoc,,"consistent-return
valid-jsdoc
require-jsdoc",valid-jsdoc
5.5.5.1 Default parameters,"Optional parameters are permitted using the equals operator in the parameter list. Optional parameters must include spaces on both sides of the equals operator, be named exactly like required parameters (i.e., not prefixed with `opt_` ), use the `=` suffix in their JSDoc type, come after required parameters, and not use initializers that produce observable side effects. All optional parameters for concrete functions must have default values, even if that value is `undefined` . In contrast to concrete functions, abstract and interface methods must omit default parameter values.
 Example:
 /**
  * @param {string} required This parameter is always needed.
  * @param {string=} optional This parameter can be omitted.
  * @param {!Node=} node Another optional parameter.
  */
 function maybeDoSomething(required, optional = '', node = undefined) {}
 
 /** @interface */
 class MyInterface {
  /**
  * Interface and abstract methods must omit default parameter values.
  * @param {string=} optional
  */
  someMethod(optional) {}
 }
 
 Use default parameters sparingly. Prefer destructuring (as in ?? ) to create readable APIs when there are more than a small handful of optional parameters that do not have a natural order.
 Note: Unlike Python's default parameters, it is okay to use initializers that return new mutable objects (such as `{}` or `[]` ) because the initializer is evaluated each time the default value is used, so a single object won't be shared across invocations.
 Tip: While arbitrary expressions including function calls may be used as initializers, these should be kept as simple as possible. Avoid initializers that expose shared mutable state, as that can easily introduce unintended coupling between function calls.",,,,"default-param-last: ['error']
no-param-reassign: ['error', {'props': True}]
require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]
valid-jsdoc: ['error', {'requireReturn': False, 'requireParamDescription': True, 'requireReturnDescription': True, 'requireParamType': True, 'requireReturnType': True}]
no-undef-init: ['error']","{'default-param-last': ['error'], 'no-param-reassign': ['error', {'props': True}], 'require-jsdoc': ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}], 'valid-jsdoc': ['error', {'requireReturn': False, 'requireParamDescription': True, 'requireReturnDescription': True, 'requireParamType': True, 'requireReturnType': True}], 'no-undef-init': ['error']}",true,,"default-param-last
no-param-reassign
require-jsdoc
valid-jsdoc
no-undef-init",,,"default-param-last
no-param-reassign
require-jsdoc
valid-jsdoc
no-undef-init",,,"default-param-last
no-param-reassign
require-jsdoc
valid-jsdoc
no-undef-init",
5.5.5.2 Rest parameters,"Use a rest parameter instead of accessing `arguments` . Rest parameters are typed with a `...` prefix in their JSDoc. The rest parameter must be the last parameter in the list. There is no space between the `...` and the parameter name. Do not name the rest parameter `var_args` . Never name a local variable or parameter `arguments` , which confusingly shadows the built-in name.
 Example:
 /**
  * @param {!Array<string>} array This is an ordinary parameter.
  * @param {...number} numbers The remainder of arguments are all numbers.
  */
 function variadic(array, ...numbers) {}",prefer-rest-params: error,prefer-rest-params: error,,"prefer-rest-params: error
no-shadow-restricted-names: error
no-param-reassign: ['error', {'props': True}]
no-caller: error","{'prefer-rest-params': 'error', 'no-shadow-restricted-names': 'error', 'no-param-reassign': ['error', {'props': True}], 'no-caller': 'error'}",true,prefer-rest-params,"no-shadow-restricted-names
no-param-reassign
no-caller",,prefer-rest-params,"no-shadow-restricted-names
no-param-reassign
no-caller",,prefer-rest-params,"no-shadow-restricted-names
no-param-reassign
no-caller",
5.5.6 Generics,Declare generic functions and methods when necessary with `@templateTYPE` in the JSDoc above the function or method definition.,,,,"require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]
valid-jsdoc: ['error', {'requireReturn': True, 'requireReturnType': False, 'requireParamDescription': False, 'requireReturnDescription': False, 'requireParamType': False}]","{'require-jsdoc': ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': False, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}], 'valid-jsdoc': ['error', {'requireReturn': True, 'requireReturnType': False, 'requireParamDescription': False, 'requireReturnDescription': False, 'requireParamType': False}]}",true,,"require-jsdoc
valid-jsdoc",,,"require-jsdoc
valid-jsdoc",,,"require-jsdoc
valid-jsdoc",
5.5.7 Spread operator,"Function calls may use the spread operator ( `...` ). Prefer the spread operator to `Function.prototype.apply` when an array or iterable is unpacked into multiple parameters of a variadic function. There is no space after the `...` .
 Example:
 function myFunction(...elements) {}
 myFunction(...array, ...iterable, ...generator());","rest-spread-spacing: ['error', 'never']","rest-spread-spacing: ['error', 'never']",,"prefer-spread: error
no-useless-call: error
rest-spread-spacing: ['error', 'never']","{'prefer-spread': 'error', 'no-useless-call': 'error', 'rest-spread-spacing': ['error', 'never']}",true,rest-spread-spacing,"prefer-spread
no-useless-call",,rest-spread-spacing,"prefer-spread
no-useless-call",,rest-spread-spacing,"prefer-spread
no-useless-call",
5.6.1 Use single quotes,"Ordinary string literals are delimited with single quotes ( `'` ), rather than double quotes ( `""` ).
 Tip: if a string contains a single quote character, consider using a template string to avoid having to escape the quote.
 Ordinary string literals may not span multiple lines.","quotes: ['error', 'single', {'avoidEscape': 'OurSetDefault', 'allowTemplateLiterals': True}]
no-multi-str: error","quotes: ['error', 'single', {'avoidEscape': 'OurSetDefault', 'allowTemplateLiterals': True}]
no-multi-str: error",,"quotes: ['error', 'single', {'avoidEscape': True, 'allowTemplateLiterals': True}]
no-multi-str: error","{'quotes': ['error', 'single', {'avoidEscape': True, 'allowTemplateLiterals': True}], 'no-multi-str': 'error'}",true,"quotes
no-multi-str",,,"quotes
no-multi-str",,,"quotes
no-multi-str",,
5.6.2 Template literals,"Use template literals (delimited with ``` ) over complex string concatenation, particularly if multiple string literals are involved. Template literals may span multiple lines.
 If a template literal spans multiple lines, it does not need to follow the indentation of the enclosing block, though it may if the added whitespace does not matter.
 Example:
 function arithmetic(a, b) {
  return `Here is a table of arithmetic operations:
 ${a} + ${b} = ${a + b}
 ${a} - ${b} = ${a - b}
 ${a} * ${b} = ${a * b}
 ${a} / ${b} = ${a / b}`;
 }","prefer-template: error
indent: ['error', 2, {'ignoredNodes': ['TemplateLiteral']}]","prefer-template: error
indent: ['error', 2, {'ignoredNodes': ['TemplateLiteral']}]",,"prefer-template: error
no-template-curly-in-string: error
no-useless-concat: error
template-curly-spacing: ['error', 'never']","{'prefer-template': 'error', 'no-template-curly-in-string': 'error', 'no-useless-concat': 'error', 'template-curly-spacing': ['error', 'never']}",true,prefer-template,"no-template-curly-in-string
no-useless-concat
template-curly-spacing",indent,prefer-template,"no-template-curly-in-string
no-useless-concat
template-curly-spacing",indent,prefer-template,"no-template-curly-in-string
no-useless-concat
template-curly-spacing",indent
5.6.3 No line continuations,"Do not use line continuations (that is, ending a line inside a string literal with a backslash) in either ordinary or template string literals. Even though ES5 allows this, it can lead to tricky errors if any trailing whitespace comes after the slash, and is less obvious to readers.
 Disallowed:
 const longString = 'This is a very long string that far exceeds the 80 \
  column limit. It unfortunately contains long stretches of spaces due \
  to how the continued lines are indented.';
 
 Instead, write
 const longString = 'This is a very long string that far exceeds the 80 ' +
  'column limit. It does not contain long stretches of spaces since ' +
  'the concatenated strings are cleaner.';",no-multi-str: error,no-multi-str: error,,no-multi-str: error,{'no-multi-str': 'error'},true,no-multi-str,,,no-multi-str,,,no-multi-str,,
5.7 Number literals,"Numbers may be specified in decimal, hex, octal, or binary. Use exactly `0x` , `0o` , and `0b` prefixes, with lowercase letters, for hex, octal, and binary, respectively. Never include a leading zero unless it is immediately followed by `x` , `o` , or `b` .",,,,"no-octal: error
prefer-numeric-literals: error
radix: always
no-floating-decimal: error
no-loss-of-precision: error
no-nonoctal-decimal-escape: error
no-octal-escape: error","{'no-octal': 'error', 'prefer-numeric-literals': 'error', 'radix': 'always', 'no-floating-decimal': 'error', 'no-loss-of-precision': 'error', 'no-nonoctal-decimal-escape': 'error', 'no-octal-escape': 'error'}",true,,"no-octal
prefer-numeric-literals
radix
no-floating-decimal
no-loss-of-precision
no-nonoctal-decimal-escape
no-octal-escape",,,"no-octal
prefer-numeric-literals
radix
no-floating-decimal
no-loss-of-precision
no-nonoctal-decimal-escape
no-octal-escape",,,"no-octal
prefer-numeric-literals
radix
no-floating-decimal
no-loss-of-precision
no-nonoctal-decimal-escape
no-octal-escape",
5.8.1 For loops,"With ES6, the language now has three different kinds of `for` loops. All may be used, though `for` - `of` loops should be preferred when possible.
 `for` - `in` loops may only be used on dict-style objects (see ?? ), and should not be used to iterate over an array. `Object.prototype.hasOwnProperty` should be used in `for` - `in` loops to exclude unwanted prototype properties. Prefer `for` - `of` and `Object.keys` over `for` - `in` when possible.","guard-for-in: error
no-restricted-syntax: ['error', {'selector': 'ForInStatement[right.type=""ArrayExpression""]', 'message': 'OurSetDefault'}]","guard-for-in: error
no-restricted-syntax: ['error', {'selector': 'ForInStatement[right.type=""ArrayExpression""]', 'message': 'OurSetDefault'}]",,"guard-for-in: error
no-unreachable-loop: ['error', {'ignore': ['ForStatement', 'ForInStatement', 'ForOfStatement']}]
for-direction: error
no-loop-func: error
no-await-in-loop: error
prefer-object-has-own: error
prefer-destructuring: ['error', {'array': True, 'object': True}, {'enforceForRenamedProperties': False}]
no-continue: error
object-shorthand: error
no-var: error
no-iterator: error
dot-notation: ['error', {'allowKeywords': True}]
no-use-before-define: ['error', {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}]
sort-keys: ['error', {'order': 'asc', 'caseSensitive': True, 'natural': False, 'minKeys': 2, 'allowLineSeparatedGroups': False}]
init-declarations: ['error', 'always']
comma-dangle: ['error', 'never']
no-constant-condition: ['error', {'checkLoops': True}]
no-prototype-builtins: error
one-var: ['error', {'var': 'always', 'let': 'always', 'const': 'always'}]
no-dupe-keys: error","{'guard-for-in': 'error', 'no-unreachable-loop': ['error', {'ignore': ['ForStatement', 'ForInStatement', 'ForOfStatement']}], 'for-direction': 'error', 'no-loop-func': 'error', 'no-await-in-loop': 'error', 'prefer-object-has-own': 'error', 'prefer-destructuring': ['error', {'array': True, 'object': True}, {'enforceForRenamedProperties': False}], 'no-continue': 'error', 'object-shorthand': 'error', 'no-var': 'error', 'no-iterator': 'error', 'dot-notation': ['error', {'allowKeywords': True}], 'no-use-before-define': ['error', {'functions': True, 'classes': True, 'variables': True, 'allowNamedExports': False}], 'sort-keys': ['error', {'order': 'asc', 'caseSensitive': True, 'natural': False, 'minKeys': 2, 'allowLineSeparatedGroups': False}], 'init-declarations': ['error', 'always'], 'comma-dangle': ['error', 'never'], 'no-constant-condition': ['error', {'checkLoops': True}], 'no-prototype-builtins': 'error', 'one-var': ['error', {'var': 'always', 'let': 'always', 'const': 'always'}], 'no-dupe-keys': 'error'}",true,guard-for-in,"no-unreachable-loop
for-direction
no-loop-func
no-await-in-loop
prefer-object-has-own
prefer-destructuring
no-continue
object-shorthand
no-var
no-iterator
dot-notation
no-use-before-define
sort-keys
init-declarations
comma-dangle
no-constant-condition
no-prototype-builtins
one-var
no-dupe-keys",no-restricted-syntax,guard-for-in,"no-unreachable-loop
for-direction
no-loop-func
no-await-in-loop
prefer-object-has-own
prefer-destructuring
no-continue
object-shorthand
no-var
no-iterator
dot-notation
no-use-before-define
sort-keys
init-declarations
comma-dangle
no-constant-condition
no-prototype-builtins
one-var
no-dupe-keys",no-restricted-syntax,guard-for-in,"no-unreachable-loop
for-direction
no-loop-func
no-await-in-loop
prefer-object-has-own
prefer-destructuring
no-continue
object-shorthand
no-var
no-iterator
dot-notation
no-use-before-define
sort-keys
init-declarations
comma-dangle
no-constant-condition
no-prototype-builtins
one-var
no-dupe-keys",no-restricted-syntax
5.8.2 Exceptions,"Exceptions are an important part of the language and should be used whenever exceptional cases occur. Always throw `Error` s or subclasses of `Error` : never throw string literals or other objects. Always use `new` when constructing an `Error` .
 This treatment extends to `Promise` rejection values as `Promise.reject(obj)` is equivalent to `throwobj;` in async functions.
 Custom exceptions provide a great way to convey additional error information from functions. They should be defined and used wherever the native `Error` type is insufficient.
 Prefer throwing exceptions over ad-hoc error-handling approaches (such as passing an error container reference type, or returning an object with an error property).",no-throw-literal: error,no-throw-literal: error,,"no-throw-literal: error
prefer-promise-reject-errors: ['error', {'allowEmptyReject': False}]","{'no-throw-literal': 'error', 'prefer-promise-reject-errors': ['error', {'allowEmptyReject': False}]}",true,no-throw-literal,prefer-promise-reject-errors,,no-throw-literal,prefer-promise-reject-errors,,no-throw-literal,prefer-promise-reject-errors,
5.8.2.1 Empty catch blocks,"It is very rarely correct to do nothing in response to a caught exception. When it truly is appropriate to take no action whatsoever in a catch block, the reason this is justified is explained in a comment.
 try {
  return handleNumericResponse(response);
 } catch (ok) {
  // it's not numeric; that's fine, just continue
 }
 return handleTextResponse(response);
 
 Disallowed:
  try {
  shouldFail();
  fail('expected an error');
  } catch (expected) {
  }
 
 Tip: Unlike in some other languages, patterns like the above simply don’t work since this will catch the error thrown by `fail` . Use `assertThrows()` instead.",,,,"no-useless-catch: error
no-empty: ['error', {'allowEmptyCatch': False}]","{'no-useless-catch': 'error', 'no-empty': ['error', {'allowEmptyCatch': False}]}",true,,"no-useless-catch
no-empty",,,"no-useless-catch
no-empty",,,"no-useless-catch
no-empty",
5.8.3.1 Fall-through: commented,"Within a switch block, each statement group either terminates abruptly (with a `break` , `return` or `throw` n exception), or is marked with a comment to indicate that execution will or might continue into the next statement group. Any comment that communicates the idea of fall-through is sufficient (typically `//fallthrough` ). This special comment is not required in the last statement group of the switch block.
 Example:
 switch (input) {
  case 1:
  case 2:
  prepareOneOrTwo();
  // fall through
  case 3:
  handleOneTwoOrThree();
  break;
  default:
  handleLargeNumber(input);
 }","no-fallthrough: ['error', {'commentPattern': 'OurSetDefault'}]","no-fallthrough: ['error', {'commentPattern': 'OurSetDefault'}]",,"no-fallthrough: ['error', {'commentPattern': 'falls?\\s?through'}]","{'no-fallthrough': ['error', {'commentPattern': 'falls?\\s?through'}]}",true,no-fallthrough,,,no-fallthrough,,,no-fallthrough,,
5.8.3.2 The default case is present,"Each switch statement includes a `default` statement group, even if it contains no code. The `default` statement group must be last.","default-case: error
default-case-last: error","default-case: error
default-case-last: error",,"default-case-last: error
default-case: ['error', {'commentPattern': '^no default$'}]","{'default-case-last': 'error', 'default-case': ['error', {'commentPattern': '^no default$'}]}",true,"default-case-last
default-case",,,default-case-last,default-case,default-case,default-case-last,default-case,default-case
