rule_name,description,benchmark,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
7.3.4 Non-required Javadoc,"Other classes and members have Javadoc as needed or desired .
Whenever an implementation comment would be used to define the overall purpose or behavior of a class or member, that comment is written as Javadoc instead (using `/**` ).
Non-required Javadoc is not strictly required to follow the formatting rules of Sections 7.1.1, 7.1.2, 7.1.3, and 7.2, though it is of course recommended.",,Yes,"<module name='MissingJavadocPackage'/>\n
<module name='InvalidJavadocPosition'/>\n
<module name='JavadocMissingWhitespaceAfterAsterisk'/>\n
<module name='JavadocStyle'>\n    <property name='checkEmptyJavadoc' value='true'/>\n    <property name='checkFirstSentence' value='true'/>\n    <property name='checkHtml' value='true'/>\n    <property name='endOfSentenceFormat' value='[.?!]' />\n</module>\n
<module name='MissingJavadocType'>\n    <property name='scope' value='public'/>\n</module>\n
<module name='JavadocParagraph'>\n    <property name='allowNewlineParagraph' value='true'/>\n</module>\n
<module name='JavadocType'>\n    <property name='scope' value='private'/>\n    <property name='allowMissingParamTags' value='true'/>\n</module>\n
<module name='JavadocVariable'>\n    <property name='scope' value='public'/>\n    <property name='ignoreNamePattern' value='serialVersionUID'/>\n</module>",,,,,,,,,,
4.8.5.1 Type-use annotations,"Type-use annotations appear immediately before the annotated type. An annotation is a type-use annotation if it is meta-annotated with @Target(ElementType.TYPE_USE). Example:
final @Nullable String name;

public @Nullable Person getPersonByName(String name);
","{'modulename': 'AnnotationLocation', 'allowSamelineMultipleAnnotations': 'false', 'allowSamelineParameterizedAnnotation': 'false', 'allowSamelineSingleParameterlessAnnotation': 'true', 'tokens': 'CLASS_DEF, INTERFACE_DEF, PACKAGE_DEF, ENUM_CONSTANT_DEF, ENUM_DEF, METHOD_DEF, CTOR_DEF, VARIABLE_DEF, RECORD_DEF, COMPACT_CTOR_DEF'}",Yes,"{'modulename': 'AnnotationLocation', 'allowSamelineMultipleAnnotations': 'false', 'allowSamelineParameterizedAnnotation': 'false', 'allowSamelineSingleParameterlessAnnotation': 'false', 'tokens': 'ANNOTATION_DEF, ANNOTATION_FIELD_DEF, CLASS_DEF, CTOR_DEF, ENUM_CONSTANT_DEF, ENUM_DEF, INTERFACE_DEF, METHOD_DEF, PACKAGE_DEF, RECORD_DEF, VARIABLE_DEF'}
{'modulename': 'ModifierOrder', 'tokens': 'CLASS_DEF, INTERFACE_DEF, ENUM_DEF, METHOD_DEF, VARIABLE_DEF, CTOR_DEF, ANNOTATION_DEF, RECORD_DEF'}",true,AnnotationLocation,ModifierOrder,,AnnotationLocation,ModifierOrder,,,"AnnotationLocation
ModifierOrder",AnnotationLocation
4.8.5.2 Class annotations,"Annotations applying to a class appear immediately after the documentation block, and each annotation is listed on a line of its own (that is, one annotation per line). These line breaks do not constitute line-wrapping (Section 4.5, Line-wrapping), so the indentation level is not increased. Example:
@Deprecated
@CheckReturnValue
public final class Frozzler { ... }","{'modulename': 'AnnotationLocation', 'tokens': 'CLASS_DEF', 'allowSamelineMultipleAnnotations': 'false'}",Yes,"{'modulename': 'AnnotationLocation', 'allowSamelineMultipleAnnotations': 'false', 'allowSamelineParameterizedAnnotation': 'false', 'allowSamelineSingleParameterlessAnnotation': 'false'}",true,AnnotationLocation,,,AnnotationLocation,,,,AnnotationLocation,AnnotationLocation
4.8.5.3 Method and constructor annotations,"The rules for annotations on method and constructor declarations are the same as the previous section. Example:
@Deprecated
@Override
public String getNameIfPresent() { ... }
Exception: A single parameterless annotation may instead appear together with the first line of the signature, for example:
@Override public int hashCode() { ... }","{'modulename': 'AnnotationLocation', 'allowSamelineSingleParameterlessAnnotation': 'true', 'tokens': 'METHOD_DEF,CTOR_DEF'}",Yes,"{'modulename': 'AnnotationLocation', 'allowSamelineSingleParameterlessAnnotation': 'true'}
{'modulename': 'MissingDeprecated', 'violateExecutionOnNonTightHtml': 'true'}",true,AnnotationLocation,MissingDeprecated,,AnnotationLocation,MissingDeprecated,,,"AnnotationLocation
MissingDeprecated",AnnotationLocation
4.8.5.4 Field annotations,"Annotations applying to a field also appear immediately after the documentation block, but in this case, multiple annotations (possibly parameterized) may be listed on the same line; for example:
@Partial @Mock DataLoader loader;","{'modulename': 'AnnotationLocation', 'allowSamelineMultipleAnnotations': 'true', 'tokens': 'VARIABLE_DEF'}",Yes,"{'modulename': 'AnnotationLocation', 'allowSamelineMultipleAnnotations': 'true', 'tokens': 'VARIABLE_DEF, METHOD_DEF, CLASS_DEF, INTERFACE_DEF, ENUM_DEF, ANNOTATION_DEF'}",true,AnnotationLocation,,,AnnotationLocation,,,,AnnotationLocation,AnnotationLocation
4.8.5.5 Parameter and local variable annotations,"There are no specific rules for formatting annotations on parameters or local variables (except, of course, when the annotation is a type-use annotation).",,No,,,,,,,,,,,
3.4.2.1 Overloads: never split,Methods of a class that share the same name appear in a single contiguous group with no other members in between. The same applies to multiple constructors (which always have the same name). This rule applies even when modifiers such as static or private differ between the methods.,"{'modulename': 'OverloadMethodsDeclarationOrder'}
{'modulename': 'DeclarationOrder', 'ignoreModifiers': 'false'}",Yes,{'modulename': 'OverloadMethodsDeclarationOrder'},true,OverloadMethodsDeclarationOrder,,DeclarationOrder,OverloadMethodsDeclarationOrder,,DeclarationOrder,OverloadMethodsDeclarationOrder,,DeclarationOrder
4.8.2.1 One variable per declaration,"Every variable declaration (field or local) declares only one variable: declarations such as int a, b; are not used.
Exception: Multiple variable declarations are acceptable in the header of a for loop.",{'modulename': 'MultipleVariableDeclarations'},Yes,"{'modulename': 'MultipleVariableDeclarations'}
{'modulename': 'OneStatementPerLine'}",true,MultipleVariableDeclarations,OneStatementPerLine,,MultipleVariableDeclarations,OneStatementPerLine,,MultipleVariableDeclarations,OneStatementPerLine,
4.8.2.2 Declared when needed,"Local variables are not habitually declared at the start of their containing block or block-like construct. Instead, local variables are declared close to the point they are first used (within reason), to minimize their scope. Local variable declarations typically have initializers, or are initialized immediately after declaration.",{'modulename': 'VariableDeclarationUsageDistance'},Yes,"{'modulename': 'UnusedLocalVariable'}
{'modulename': 'MultipleVariableDeclarations'}
{'modulename': 'FinalLocalVariable'}
{'modulename': 'VariableDeclarationUsageDistance', 'allowedDistance': '1', 'ignoreFinal': 'true', 'validateBetweenScopes': 'true'}",true,VariableDeclarationUsageDistance,"UnusedLocalVariable
MultipleVariableDeclarations
FinalLocalVariable",,VariableDeclarationUsageDistance,"UnusedLocalVariable
MultipleVariableDeclarations
FinalLocalVariable",,VariableDeclarationUsageDistance,"UnusedLocalVariable
MultipleVariableDeclarations
FinalLocalVariable",
"4.8.3.1 Array initializers: can be ""block-like""","Any array initializer may optionally be formatted as if it were a ""block-like construct."" For example, the following are all valid (not an exhaustive list):
new int[] {           new int[] {
  0, 1, 2, 3            0,
}                       1,
                        2,
new int[] {             3,
  0, 1,               }
  2, 3
}                     new int[]
                          {0, 1, 2, 3}",,Yes,"<module name='NoArrayTrailingComma'>\n</module>\n\n
<module name='ArrayTrailingComma'>\n    <property name='alwaysDemandTrailingComma' value='true'/>\n</module>\n\n
<module name='Indentation'>\n    <property name='arrayInitIndent' value='4'/>\n    <property name='basicOffset' value='4'/>\n    <property name='braceAdjustment' value='4'/>\n    <property name='caseIndent' value='4'/>\n    <property name='forceStrictCondition' value='true'/>\n    <property name='lineWrappingIndentation' value='8'/>\n    <property name='throwsIndent' value='4'/>\n</module>",,,,,,,,,,
4.8.3.2 No C-style array declarations,"The square brackets form a part of the type, not the variable: String[] args, not String args[].","{'modulename': 'ArrayTypeStyle', 'javaStyle': 'true'}",Yes,"{'modulename': 'ArrayTypeStyle', 'javaStyle': 'true'}",true,ArrayTypeStyle,,,ArrayTypeStyle,,,ArrayTypeStyle,,
4.8.4.1 Indentation,"As with any other block, the contents of a switch block are indented +2.
After a switch label, there is a line break, and the indentation level is increased +2, exactly as if a block were being opened. The following switch label returns to the previous indentation level, as if a block had been closed.","{'modulename': 'Indentation', 'caseIndent': '2'}",Yes,"{'modulename': 'Indentation', 'basicOffset': '2', 'caseIndent': '2', 'lineWrappingIndentation': '4', 'braceAdjustment': '0', 'throwsIndent': '4', 'arrayInitIndent': '4', 'forceStrictCondition': 'false'}",true,Indentation,,,Indentation,,,Indentation,,
4.8.4.2 Fall-through: commented,"Within a switch block, each statement group either terminates abruptly (with a break, continue, return or thrown exception), or is marked with a comment to indicate that execution will or might continue into the next statement group. Any comment that communicates the idea of fall-through is sufficient (typically // fall through). This special comment is not required in the last statement group of the switch block. Example:
switch (input) {
  case 1:
  case 2:
    prepareOneOrTwo();
    // fall through
  case 3:
    handleOneTwoOrThree();
    break;
  default:
    handleLargeNumber(input);
}
Notice that no comment is needed after case 1:, only at the end of the statement group.","{'modulename': 'FallThrough', 'checkLastCaseGroup': 'false', 'reliefPattern': 'OurSetDefault'}",Yes,"{'modulename': 'FallThrough', 'checkLastCaseGroup': 'false', 'reliefPattern': 'fallthru|fall thru|fall-thru|fallthrough|fall through|fall-through|fallsthrough|falls through|falls-through'}",true,FallThrough,,,FallThrough,,,FallThrough,,
4.8.4.3 Presence of the default label,"Each switch statement includes a default statement group, even if it contains no code.
Exception: A switch statement for an enum type may omit the default statement group, if it includes explicit cases covering all possible values of that type. This enables IDEs or other static analysis tools to issue a warning if any cases were missed.",{'modulename': 'MissingSwitchDefault'},Yes,"{'modulename': 'MissingSwitchDefault'}
{'modulename': 'DefaultComesLast'}
{'modulename': 'NoWhitespaceBeforeCaseDefaultColon'}",true,MissingSwitchDefault,"DefaultComesLast
NoWhitespaceBeforeCaseDefaultColon",,MissingSwitchDefault,"DefaultComesLast
NoWhitespaceBeforeCaseDefaultColon",,MissingSwitchDefault,"DefaultComesLast
NoWhitespaceBeforeCaseDefaultColon",
